MgO,Pd,Pd/Pt,MSS Cu,Fluid Cu
0.162004267,0.00122858,0.06276962,0.999107059,8.95E-04
0.162008672,0.003987537,0.175907565,0.995432519,0.004583338
0.162013053,0.022508986,0.037032857,0.972825292,2.47E-02
0.162016596,0.005645032,0.427556896,0.999413265,0.000565038
0.162017712,0.067246812,0.240058285,0.950239168,0.047807843
0.162033693,0.000685717,0.344173445,0.99835746,0.001656195
0.162047302,0.008362794,0.222472692,0.998734201,0.001222604
0.162056776,72.22459057,58.79761496,0,0.970521812
0.162057315,0.183450053,0.354555542,0.990339119,0.009387516
0.16206447,0.003788858,0.076625532,0.995685101,0.004250641
0.162068912,0.001845242,0.070985849,0.999284092,0.00068088
0.162078392,0.008917129,0.228112309,0.995367515,0.004370006
0.162083664,44.1478117,65.03563924,0,0.989539522
0.162097606,0.669964631,1.200234779,0.987761861,0.009094861
0.162122238,0.000685356,0.043029046,0.997908706,0.002093469
0.162122324,0.000926331,0.149826334,0.999041013,0.000985522
0.162138195,1.623830229,1.839829733,0.980457852,0.019128178
0.162144607,0.004432196,0.418059964,0.998270929,0.001691456
0.162146685,0.002116491,0.085514443,0.998474641,1.51E-03
0.162148544,0.009240709,0.142944678,0.998428583,0.001356588
0.162158171,0.00808475,0.388349629,0.998812251,0.001122935
0.162160164,0.000748075,0.030887266,0.997792989,0.002232924
0.16217691,0.043713024,0.08753232,0.989142689,0.010753387
0.162181019,0.000623118,0.012627747,0.999752284,0.000249334
0.162193768,0.008794171,0.015082756,0.983270427,0.015197627
0.162219016,0.119698491,0.115258704,0.929935276,0.068279631
0.162238996,1.168147118,3.480577642,0.981327838,0.01826116
0.162255583,19.3101184,9.907084793,0,0.943707821
0.162274222,0.628811267,1.60353392,0.977012526,0.021870526
0.162316207,18.2680837,20.00990134,0,0.86506976
0.162318355,0.003025116,0.025876458,0.997230976,0.002562614
0.162332051,0.033064244,0.181426057,0.997304628,0.001549045
0.162351381,16.83305004,2.429279592,0,0.899227669
0.162368368,15.31249796,8.782429282,0,0.857984432
0.162374103,0.003299916,0.101889773,0.998399702,0.001448998
0.162377397,0.774669765,2.829201665,0.986960044,0.011611396
0.16238107,0.009279875,0.026210784,0.994123179,0.005760676
0.162409315,0.003530032,0.182763987,0.99577128,4.20E-03
0.162412287,72.7343818,37.73778241,0,0.95349815
0.162412317,0.002033539,0.163947616,0.995914424,0.004043278
0.162423101,0.404828368,0.223916438,0.908246542,0.089288804
0.162439512,0.012822271,0.649053252,0.998297889,0.001688524
0.162467897,0.931409588,1.235595771,0.942480452,0.054779376
0.162490422,0.115176545,0.315781572,0.991848272,0.00661973
0.162511966,0.003218502,0.26026209,0.993346075,0.006644111
0.162540954,0.002502183,0.055132067,0.997547558,0.002478903
0.162541516,0.007146159,0.130999299,0.991318022,0.00859011
0.162549016,0.002970669,0.004087167,0.997337045,0.002440306
0.162551334,0.440239436,1.720700188,0.96884389,0.029997119
0.162553721,0.075700836,0.031353245,0.955499387,0.042070827
0.162568109,0.072616914,0.281370705,0.992088708,0.005745703
0.162574192,1.154324226,1.036504618,0.997833913,0.001714281
0.162596894,0.258302631,0.647790667,0.996376818,0.00295495
0.162598352,0.007202714,0.029206946,0.993064304,0.005956027
0.162609978,0.25783582,1.38853119,0.948189395,0.051092326
0.162616907,0.788461843,2.799455596,0.989029822,0.010576489
0.162620725,0.027832089,0.114921416,0.878028908,0.120871707
0.162629113,0.000442506,0.048081969,0.999865669,0.000140217
0.162630599,0.014865127,0.037469114,0.924856593,0.071626763
0.162640699,0.754294099,1.867762036,0.980451577,0.019306245
0.16264341,0.001987119,0.467933771,0.999064544,0.000885656
0.162657632,0.001658905,0.021859834,0.999239013,0.000543854
0.162671582,1.757229446,2.480841457,0.990202695,0.008753326
0.162683879,0.66512388,1.512921364,0.965446375,0.033547002
0.162690221,0.173202948,0.492598508,0.988217118,0.010081387
0.162690348,62.92277411,27.77160624,0,0.959200022
0.162702219,0.794670698,0.884935806,0.996866894,0.002530608
0.162703143,0.038282642,0.17705507,0.992993206,0.00683097
0.162705224,1.001609351,1.046397289,0.985965833,0.013292244
0.162709835,0.016330209,0.22007595,0.998539537,0.001163279
0.162729518,0.000193942,0.009721238,0.999522493,0.000486761
0.162732707,1.215854935,1.474597053,0.972429524,0.026975713
0.162734325,0.043569528,0.119306392,0.958008665,0.041178742
0.162737958,0.673548624,0.565484687,0.997715097,0.001803909
0.162738334,0.016271923,0.106421137,0.990554002,0.009251346
0.162744247,0.007142802,0.007448324,0.99184494,0.007369091
0.162763327,31.65709946,12.67851925,0,0.990266017
0.162784575,0.314606474,2.024171082,0.975874222,0.023944671
0.162787323,1.066514253,1.438151288,0.960540656,0.039057192
0.16280903,0.012464932,0.039677013,0.998830032,0.001057318
0.162809642,0.00277543,0.064387841,0.99992047,8.44E-05
0.162823134,0.071943861,0.163605729,0.92854983,0.070121821
0.162824411,0.009715584,0.230256077,0.997589063,0.002353965
0.162828154,0.032288341,0.074611999,0.861724793,0.137188183
0.162845568,0.010966115,1.244920239,0.99735839,0.002648182
0.162856651,0.024760589,0.174338478,0.95200143,0.047608471
0.162859296,0.000418592,0.047571723,0.998242877,0.001759253
0.162869104,0.003376093,0.14098171,0.997887292,0.002046741
0.162896925,0.008963469,0.101707401,0.998688255,0.0009597
0.162903502,0.000899948,0.063907162,0.997919198,2.08E-03
0.162905116,2.019144936,3.396665113,0.976009688,0.023626295
0.162928446,1.900296094,1.766419739,0.99191495,0.00751763
0.162952698,0.039861394,0.165081517,0.996183843,0.001816352
0.162952723,0.002271994,0.350583719,0.996872531,0.003118556
0.162964034,0.001424544,0.19309341,0.999102643,0.000887967
0.162979044,0.001498366,0.347320571,0.999822849,0.000193051
0.162990877,1.944070411,2.463362439,0.984737082,0.014706764
0.162995268,1.143809922,1.27927728,0.984955677,0.014594342
0.163020827,1.047327937,1.1998118,0.970222982,0.029347869
0.163023351,1.857830165,2.119837816,0.993690453,0.00530268
0.163029318,0.000849526,0.111587067,0.998184948,0.001828404
0.16303767,0.005389576,0.972495932,0.998817214,0.001091439
0.163041015,0.000432693,0.008571131,0.998297669,0.001714076
0.163043139,0.006461813,0.226316692,0.991057353,0.008894497
0.163053047,0.237144451,0.719130695,0.951082634,0.048364198
0.163059547,0.027538285,0.042245042,0.972778084,0.026258999
0.1630602,0.021323801,0.003338731,0.953097583,0.043974985
0.163073878,2.121034357,3.590719621,0.970700122,0.02862615
0.163074646,0.778880982,0.312747436,0.958764199,0.038992347
0.163076802,0.002939965,0.157607977,0.998905536,0.001112989
0.163094362,0.021157592,0.507597579,0.992167377,0.007772276
0.163105804,0.001809853,0.184389604,0.99876493,0.001207879
0.16310937,0.010198587,0.509605422,0.999936229,4.58E-05
0.163114433,0.714982231,0.573585775,0.993869295,0.005707556
0.163142986,0.001799207,0.105298255,0.997056269,0.002910454
0.163152826,0.000812365,0.054471429,0.998033959,0.00196925
0.163161893,0.122131962,0.225293337,0.983379031,0.015647372
0.163164985,0.000983238,0.0510224,0.999754239,0.000243315
0.163187581,0.051299315,0.298232392,0.934021407,0.065118455
0.163204189,82.79759201,13.55617374,0,0.618280868
0.163209531,0.000782913,0.088634958,0.998383498,0.001616589
0.163214271,1.182514452,1.746040301,0.999149945,0.000470246
0.163214909,0.042907598,0.128060796,0.966683045,0.03134414
0.163223471,0.008665729,0.828818584,0.996953803,0.003074287
0.163229011,0.002338261,0.136579818,0.995915007,0.004039451
0.163233138,0.005692355,0.020318261,0.99941133,0.000418721
0.163233983,1.060955293,1.937899669,0.991472502,0.007829326
0.163237551,0.040678625,0.066125897,0.897886166,0.099939553
0.163245194,42.73388092,26.05723633,0,0.950283927
0.163247684,0.148228355,0.620898976,0.988608052,0.011187183
0.163275921,0.007608182,0.173650451,0.994871917,0.004957253
0.163278009,0.00067993,0.1048022,0.999778169,0.000222623
0.1632834,81.0635406,30.62362023,0,0.703488662
0.16330384,0.00550403,0.3246375,0.993260721,0.006709526
0.163306542,0.181722424,0.374544279,0.856903589,0.1416495
0.163332461,0.560849238,2.600111516,0.966580071,0.032703165
0.163332723,0.001725039,0.435249438,0.999414957,0.000582946
0.163350095,0.571133384,2.481327037,0.985338969,1.43E-02
0.163356134,71.75678019,17.39300668,0,0.942152689
0.163358711,0.58929031,1.250011187,0.912545897,0.084615914
0.163383003,0.640586064,0.970014885,0.966650796,0.032901316
0.163383605,0.108286867,0.229769021,0.886459715,0.111956774
0.163386171,0.000210308,0.056430466,0.99954172,0.000464892
0.163393405,0.003284287,0.164902974,0.998307458,0.001627067
0.163396469,2.150180109,8.364054389,0.83728411,0.161578723
0.163407278,0.001525588,0.341695597,0.998095952,0.001926724
0.163418188,0.008632505,0.034141537,0.992543272,0.007208975
0.163422377,43.14585805,21.5076228,0,0.964218349
0.16342805,9.061475353,1.247944615,0,0.98467941
0.163428159,0.00053698,0.025247407,0.998775431,0.001210147
0.163437695,82.09399493,16.96375621,0,0.964967204
0.163446531,29.89894811,11.72997532,0,0.906595551
0.163448688,0.455001099,0.497084107,0.996560712,0.002728545
0.163451665,0.001080331,0.076788154,0.999446911,0.000564069
0.163461632,0.000679925,0.12548613,0.997598215,0.002417504
0.163471689,61.61534672,37.64596167,0,0.958578076
0.163474174,0.051818223,0.122997716,0.865699586,0.131535019
0.163484524,0.005413027,0.194779706,0.995288885,0.0046303
0.163506465,0.002329226,0.166206845,0.996574015,0.003377419
0.163521463,0.009566637,0.054780453,0.992832962,0.006953117
0.163524063,0.002090786,0.216330827,0.999470893,0.00050446
0.16352477,0.02342708,0.645071906,0.978726791,0.021190307
0.163539626,0.00311541,0.321095796,0.998635871,0.001374916
0.163544538,0.008150469,0.47037668,0.998774632,0.001144719
0.163549509,19.22964233,36.96922661,0,0.98849243
0.163555844,0.016389676,0.252702524,0.984280327,0.015565421
0.163556544,0.63725275,1.023393192,0.973944015,0.025759433
0.163558939,0.012779107,0.514449374,0.998802566,0.001057773
0.163565289,0.003036156,0.013665273,0.994564802,0.005311573
0.163610108,26.70638119,12.60664666,0,0.963215618
0.163612226,0.008440332,0.582591176,0.998091023,0.001837336
0.163618019,0.156002015,1.382713492,0.802675206,0.195680887
0.163631933,67.63818751,87.47933539,0,0.972703139
0.163636245,0.056986198,0.094341061,0.975848593,0.020332022
0.16363686,49.03185806,11.46192185,0,9.85E-01
0.163650449,0.004182042,0.169590286,0.995613561,4.36E-03
0.163660909,0.715008517,0.71516054,0.985138844,0.014333968
0.163665147,36.63261737,36.7897558,0,0.899049002
0.163667339,0.045203082,0.027302844,0.948739411,0.049445826
0.163669306,0.507280878,0.778466412,0.958914062,0.040263147
0.163672115,0.003365697,0.111721212,0.998787931,1.04E-03
0.16367918,0.02918946,0.124619274,0.979952507,1.85E-02
0.163685544,0.001826138,0.127709109,0.997115283,0.002897901
0.16369644,0.000858269,0.144408751,0.998187232,0.001807873
0.163698739,0.00231961,0.175996207,0.999754924,0.000221435
0.163705389,0.000654727,0.014380583,0.999813927,0.00010635
0.163707988,0.000469359,0.152141578,0.998728127,0.001288804
0.163714156,0.88280791,1.02800939,0.996128059,0.003327691
0.163731004,0.542702559,1.610366631,0.972905072,0.026896612
0.163740147,27.4399233,4.21526662,0,0.927375916
0.163742113,0.000910409,0.052324619,0.997195787,0.00282324
0.163742214,0.007553068,1.6872544,0.99816428,0.001839166
0.163764246,0.000324879,0.072449747,0.999412075,0.00059214
0.163766645,0.348153797,0.40473446,0.997604384,0.001780243
0.163770845,0.014128087,2.195348912,0.998680086,0.001338391
0.163781315,0.651841294,0.770118018,0.982577362,0.016945039
0.163791505,0.000534845,0.080043181,0.999573629,0.000441708
0.163795345,0.098439391,0.172520797,0.944230825,0.053090289
0.163807492,0.000362521,0.016786772,0.999337419,0.000682965
0.163818121,0.000817664,0.027815658,0.999080873,0.000890188
0.163820281,0.000865834,0.029343412,0.999735306,0.000271362
0.163825647,0.467480759,1.088266127,0.949356569,0.048641775
0.163843023,0.060899535,0.0785717,0.884148699,0.112462501
0.163846221,0.001200319,0.03434286,0.998315327,0.001524136
0.163851344,9.528249437,1.310507823,0,0.975030077
0.163887046,57.94885814,40.32376176,0,0.987568304
0.163887281,0.002322185,0.03174999,0.986979234,0.012838359
0.163896356,0.984662029,1.357747001,0.968300317,0.031444227
0.163901122,0.023335322,0.411786278,0.981984884,0.017599327
0.163904186,0.006225208,0.192304911,0.993776344,0.005878835
0.163924859,0.014884382,0.015472982,0.874678466,0.124002304
0.163937008,62.18820684,19.61469053,0,0.972425639
0.163949876,0.042450399,0.147289258,0.87712507,0.121996608
0.163962824,0.000597695,0.051942618,0.997842966,0.002122484
0.163982704,0.000574213,0.066347248,0.998653384,0.00134283
0.163984042,0.025080669,0.406343785,0.988009297,0.011760824
0.163999497,0.003765827,0.121035044,0.995356078,0.004560719
0.164006139,0.178979045,0.322530081,0.990281562,0.006015911
0.164009516,0.274049633,0.612030585,0.971502555,0.028201373
0.164011335,0.015058349,0.0269037,0.972095713,0.026468143
0.164011739,1.54672293,1.763712538,0.979221116,0.019794231
0.164028062,0.021063871,0.096819006,0.947831312,0.050434323
0.164030359,52.19106936,22.65371994,0,9.81E-01
0.16403216,0.001410565,0.110223959,0.997908216,0.002078662
0.164038332,0.397170723,1.552075006,0.996508173,0.001591045
0.164046079,0.00138405,0.010513089,0.993970055,0.006025475
0.164049231,0.001508893,0.177520665,0.999091556,0.000887708
0.164063843,0.00214333,0.043653374,0.998367651,0.001616066
0.164075978,0.000275373,0.026201654,0.99850001,0.001509336
0.164085501,0.009476104,0.410297601,0.995929617,4.01E-03
0.164091947,0.001216346,0.540290705,0.99909591,0.000903703
0.164115088,0.00071858,0.013657161,0.998792247,0.001178761
0.164115895,0.285132423,0.474508859,0.97063224,2.89E-02
0.164189796,0.469119357,3.229033977,0.985749883,0.013963924
0.164202111,24.86583583,1.56106137,0,0.944061951
0.164208254,0.064474983,0.085826694,0.992141191,0.004827728
0.164209135,0.017138131,0.012893103,0.939024404,0.058904783
0.164239624,0.000636718,0.083420089,0.999980171,2.91E-05
0.164246201,0.000590429,0.034379466,0.998066791,0.001941263
0.164249926,0.008648169,0.02236072,0.99379159,0.006052761
0.164251894,1.358123658,2.690622651,0.941482018,0.058078186
0.164253244,1.042403045,3.300053966,0.969960909,0.029692068
0.164257341,1.014111779,2.456035462,0.995171557,0.003709082
0.164261672,0.023685514,0.535579873,0.996763355,0.003125868
