T (C),P (kbars),Mpa,rho (g/cm3),vis (log 10 poise),Depth (km),delta log viscosity (poise)
885.521573,6.6034,660.34,2.208209572,3.655332302,24.92273962,0.116134706
885.0208536,6.5035,650.35,2.20701446,3.658887207,24.56054217,0.119519491
884.5193536,6.4036,640.36,2.205812613,3.662448142,24.19818932,0.123170083
884.0178537,6.3037,630.37,2.204603382,3.666010162,23.83539377,0.126853184
883.5154757,6.2038,620.38,2.203388033,3.669581226,23.47203922,0.130489062
883.0136831,6.1039,610.39,2.202162083,3.673140652,23.10847978,0.134180103
882.5096466,6.004,600.4,2.200932739,3.67672527,22.7447151,0.137845869
882.0063906,5.9041,590.41,2.199694252,3.680301869,22.38074499,0.141517921
881.5007932,5.8042,580.42,2.198453955,3.683908422,22.01657131,0.145194151
880.9959762,5.7043,570.43,2.197203478,3.687505403,21.65220047,0.148865392
880.4912568,5.6044,560.44,2.195941347,3.691091436,21.28763109,0.152555448
879.9851716,5.5045,550.45,2.194675975,3.694697356,20.9228612,0.156248206
879.4784035,5.4046,540.46,2.193402881,3.698308229,20.55789757,0.159942077
878.9711476,5.3047,530.47,2.192122428,3.70192385,20.19266805,0.16365073
878.4615503,5.2048,520.48,2.190838579,3.705565861,19.82709759,0.167371397
877.9548797,5.1049,510.49,2.189543363,3.709182254,19.46119884,0.171099288
877.4431361,5.005,500.5,2.188241376,3.712827436,19.09490937,0.174816122
876.936368,4.9051,490.51,2.18692549,3.716440558,18.72838478,0.178543878
876.4272585,4.8052,480.52,2.185605481,3.720073176,18.36162428,0.18226662
875.9173685,4.7053,470.53,2.184279386,3.723716167,17.99462578,0.186030385
875.4050396,4.6054,460.54,2.182953012,3.727391956,17.62738498,0.189751905
874.8932959,4.5055,450.55,2.181613376,3.731053356,17.2598752,0.193493165
874.3811621,4.4056,440.56,2.180263938,3.734714947,16.89209311,0.197244641
873.8672722,4.3057,430.57,2.178907697,3.738389697,16.5240471,0.212380147
873.3521141,4.2058,420.58,2.177540874,3.742068649,16.15572797,0.25072673
872.8359803,4.1059,410.59,2.176174653,3.745771843,15.7871011,0.289999556
872.3204319,4.006,400.6,2.174790237,3.749452142,15.41814572,0.328745646
871.8045909,3.9061,390.61,2.173398762,3.753137773,15.04890253,0.368202411
871.2861157,3.8062,380.62,2.172005715,3.756857144,14.67931009,0.40880707
870.7682259,3.7063,370.63,2.170596169,3.760558908,14.30938347,0.450592808
870.2518971,3.6064,360.64,2.169170151,3.764251784,13.93912869,0.493641667
869.4273806,3.5065,350.65,2.16859516,3.785952006,13.56854881,0.538016626
868.1653139,3.4066,340.66,2.169144497,3.83165793,13.1976451,0.583786814
866.8748576,3.3067,330.67,2.169688242,3.878672426,12.82641381,0.631036714
865.5438169,3.2068,320.68,2.170252723,3.92707437,12.45481982,0.679846986
864.1759966,3.1069,310.69,2.17082313,3.976879525,12.08283227,0.731317367
862.7621287,3.007,300.7,2.171404967,4.028332949,11.7104499,0.784978773
861.4531363,2.9071,290.71,2.173048048,4.080146669,11.33764139,0.840598336
860.2889208,2.8072,280.72,2.177083429,4.13540477,10.96436421,0.897554877
859.0724139,2.7073,270.73,2.181075432,4.1929336,10.59045434,0.956955645
857.7982499,2.6074,260.74,2.185028878,4.252940199,10.21593971,1.022379363
856.4578436,2.5075,250.75,2.188959388,4.315673532,9.840811396,1.090957827
855.0476829,2.4076,240.76,2.192867988,4.381380884,9.465069146,1.162649009
853.5027938,2.3077,230.77,2.196642459,4.454065925,9.088722831,1.23710434
851.9044426,2.2078,220.78,2.200307531,4.530593362,8.711773465,1.31477453
850.3060914,2.1079,210.79,2.203843985,4.610215084,8.334219546,1.39603793
848.7077401,2.008,200.8,2.207274204,4.693321618,7.956048906,1.481497161
847.1093889,1.9081,190.81,2.210753398,4.779579482,7.577085837,1.571287805
845.5110377,1.8082,180.82,2.214120124,4.870371022,7.197192199,1.666085253
843.9126865,1.7083,170.83,2.217395715,4.966286135,6.816344948,1.766789565
842.3143353,1.6084,160.84,2.220558985,5.068485453,6.434334626,1.87395576
840.715984,1.5085,150.85,2.223674079,5.177431951,6.050809826,1.988929808
839.1176328,1.4086,140.86,2.226751389,5.294459575,5.665558941,2.112879121
837.5192816,1.3087,130.87,2.22979821,5.420934086,5.278509629,2.247277845
835.9209304,1.2088,120.88,2.232849944,5.558678668,4.889528356,2.393380045
834.3225792,1.1089,110.89,2.235936737,5.709525803,4.498489713,2.553945046
832.7242279,1.009,100.9,2.239091522,5.876121297,4.105206882,2.730935194
831.1258767,0.9091,90.91,2.242339082,6.061489035,3.7094022,2.927423929
829.5275255,0.8092,80.92,2.245718258,6.26921115,3.31078769,3.147032553
827.9291743,0.7093,70.93,2.249268514,6.503473791,2.909229952,3.394094791
826.330823,0.6094,60.94,2.253089628,6.769967282,2.504900822,3.797513002
824.7324718,0.5095,50.95,2.272496594,7.183479731,2.097731849,4.226946762
823.1341206,0.4096,40.96,2.288380203,7.653060747,1.68699007,4.697327039
821.5357694,0.3097,30.97,2.297417303,8.179978529,1.272669123,5.222662284
819.9374182,0.2098,20.98,2.304470744,8.796835901,0.8542244,5.845027687
818.3390669,0.1099,10.99,2.310332948,9.613732089,0.43149101,5.845027687
816.7407157,0.01,1,2.399478562,9.613732089,0.004300206,5.845027687
