T (C),P (kbars),Mpa,rho (g/cm3),vis (log 10 poise),Depth (km),delta log viscosity (poise)
969.4649914,7.1029,710.29,2.300385914,3.920766527,26.73134744,0.064690773
969.0820251,7.003,700.3,2.299175236,3.923213854,26.36993663,0.0671381
968.6995466,6.9031,690.31,2.297955729,3.925660424,26.00837263,0.06958467
968.3146292,6.8032,680.32,2.29673272,3.928135337,25.64665392,0.072059583
967.9296142,6.7033,670.33,2.295501503,3.93061439,25.28477722,0.074538636
967.5432334,6.6034,660.34,2.294265509,3.933113468,24.92273962,0.077037714
967.1562672,6.5035,650.35,2.29302201,3.935621572,24.56054217,0.079545818
966.766667,6.4036,640.36,2.29177552,3.938161134,24.19818932,0.08208538
966.3769692,6.3037,630.37,2.290520596,3.940705622,23.83539377,0.084629869
965.986686,6.2038,620.38,2.289258072,3.943259925,23.47203922,0.087184171
965.5956224,6.1039,610.39,2.28798823,3.945826448,23.10847978,0.089750694
965.2025101,6.004,600.4,2.286713731,3.948417716,22.7447151,0.092341962
964.8083246,5.9041,590.41,2.285432557,3.951024668,22.38074499,0.094948914
964.4125781,5.8042,580.42,2.284145547,3.953652209,22.01657131,0.097576455
964.0160512,5.7043,570.43,2.282850678,3.956291244,21.65220047,0.100215491
963.6185487,5.6044,560.44,2.28154834,3.958944588,21.28763109,0.102868835
963.2198755,5.5045,550.45,2.280240125,3.961616811,20.9228612,0.105541057
962.8195438,5.4046,540.46,2.278923636,3.964305866,20.55789757,0.108230112
962.4191146,5.3047,530.47,2.277598585,3.967001923,20.19266805,0.110926169
962.0161488,5.2048,520.48,2.276269359,3.96972914,19.82709759,0.113653386
961.6126953,5.1049,510.49,2.27493109,3.97246629,19.46119884,0.116390536
961.2097295,5.005,500.5,2.273580423,3.975200528,19.09490937,0.119124775
960.8033492,4.9051,490.51,2.272227574,3.977975879,18.72838478,0.121900126
960.3948226,4.8052,480.52,2.270864903,3.980768484,18.36162428,0.12469273
959.9872715,4.7053,470.53,2.269498275,3.983575384,17.99462578,0.12749963
959.5778669,4.6054,460.54,2.268120349,3.986395817,17.62738498,0.130320063
959.1669013,4.5055,450.55,2.266735092,3.989237033,17.2598752,0.133161279
958.7559357,4.4056,440.56,2.265337734,3.992082047,16.89209311,0.136006293
958.3418483,4.3057,430.57,2.263937898,3.994965728,16.5240471,0.138889974
957.9270779,4.2058,420.58,2.262527097,3.997860954,16.15572797,0.141785201
957.5110393,4.1059,410.59,2.261108045,4.000773612,15.7871011,0.144697859
957.0943178,4.006,400.6,2.259678797,4.003697503,15.41814572,0.14762175
956.6751573,3.9061,390.61,2.25824197,4.006651867,15.04890253,0.150576114
956.256387,3.8062,380.62,2.256792845,4.009606792,14.67931009,0.153531038
955.8344949,3.7063,370.63,2.255338526,4.012598866,14.30938347,0.156523113
955.4118223,3.6064,360.64,2.253875659,4.015607747,13.93912869,0.159531994
954.9894423,3.5065,350.65,2.252391654,4.018607815,13.56854881,0.162532061
954.5631601,3.4066,340.66,2.250913371,4.021666576,13.1976451,0.165590823
954.1359998,3.3067,330.67,2.249418199,4.024730134,12.82641381,0.168654381
953.708937,3.2068,320.68,2.247908667,4.027799767,12.45481982,0.171724013
953.2786548,3.1069,310.69,2.246398189,4.030913102,12.08283227,0.174837348
952.8486653,3.007,300.7,2.244873282,4.034026691,11.7104499,0.177950937
952.4170173,2.9071,290.71,2.243334327,4.03715663,11.33764139,0.181080877
951.9821499,2.8072,280.72,2.241798854,4.040338568,10.96436421,0.184262815
951.5454289,2.7073,270.73,2.24024391,4.043531789,10.59045434,0.187456036
951.1105614,2.6074,260.74,2.238668968,4.046710163,10.21593971,0.190634409
950.6727672,2.5075,250.75,2.23709098,4.049927836,9.840811396,0.193852082
950.2314609,2.4076,240.76,2.235509156,4.053197403,9.465069146,0.197121649
949.7921058,2.3077,230.77,2.233898053,4.056433812,9.088722831,0.200358059
949.3483605,2.2078,220.78,2.232293089,4.059742454,8.711773465,0.2036667
948.9043226,2.1079,210.79,2.230666702,4.063047339,8.334219546,0.206971585
948.4577481,2.008,200.8,2.229032773,4.066390354,7.956048906,0.2103146
948.010003,1.9081,190.81,2.227381575,4.069742923,7.577085837,0.213667169
947.5592335,1.8082,180.82,2.225723941,4.07313737,7.197192199,0.217061617
947.1077811,1.7083,170.83,2.224047299,4.076535815,6.816344948,0.220460061
945.5341122,1.6084,160.84,2.225717238,4.140854792,6.434334626,0.284779039
943.935761,1.5085,150.85,2.22814773,4.223733408,6.050809826,0.367657654
942.3374098,1.4086,140.86,2.230506922,4.310722226,5.665558941,0.454646472
940.7390585,1.3087,130.87,2.232771258,4.402578971,5.278509629,0.546503217
939.1407073,1.2088,120.88,2.234941601,4.500003655,4.889528356,0.643927902
937.5423561,1.1089,110.89,2.23700134,4.604087434,4.498489713,0.74801168
935.9440049,1.009,100.9,2.238991482,4.715743476,4.105206882,0.859667722
934.3456537,0.9091,90.91,2.240885367,4.836778813,3.7094022,0.98070306
932.7473024,0.8092,80.92,2.242691313,4.969160908,3.31078769,1.113085155
931.1489512,0.7093,70.93,2.244452913,5.11548914,2.909229952,1.259413387
929.5506,0.6094,60.94,2.246202405,5.279458578,2.504900822,1.423382824
927.9522488,0.5095,50.95,2.248000491,5.4663737,2.097731849,1.610297946
926.3538976,0.4096,40.96,2.251167526,5.693772072,1.68699007,1.837696318
924.7555463,0.3097,30.97,2.259633042,6.014951128,1.272669123,2.158875374
923.1571951,0.2098,20.98,2.268686196,6.426415145,0.8542244,2.570339391
921.5588439,0.1099,10.99,2.279756792,7.013978324,0.43149101,3.157902571
919.9604927,0.01,1,2.327738456,8.53981435,0.004300206,4.683738597
