T (C),P (kbars),rho (g/cm3),vis (log 10 poise),Depth (km),delta log viscosity (poise)
1046.5,4.501,2.3677,4.2092,17.2598752,0.2342
1046.13,4.401,2.366,4.2138,16.89209311,0.2388
1045.76,4.301,2.3643,4.2183,16.5240471,0.2433
1045.39,4.201,2.3626,4.2229,16.15572797,0.2479
1045.02,4.101,2.3609,4.2275,15.7871011,0.2525
1044.66,4.001,2.3592,4.2321,15.41814572,0.2571
1044.29,3.901,2.3575,4.2366,15.04890253,0.2616
1043.93,3.801,2.3558,4.2412,14.67931009,0.2662
1043.56,3.701,2.3542,4.2458,14.30938347,0.2708
1043.2,3.601,2.3525,4.2505,13.93912869,0.2755
1042.84,3.501,2.3508,4.2551,13.56854881,0.2801
1042.48,3.401,2.3491,4.2597,13.1976451,0.2847
1042.12,3.301,2.3474,4.2643,12.82641381,0.2893
1041.76,3.201,2.3457,4.269,12.45481982,0.294
1041.4,3.101,2.344,4.2736,12.08283227,0.2986
1041.04,3.001,2.3423,4.2783,11.7104499,0.3033
1040.68,2.901,2.3407,4.283,11.33764139,0.308
1040.33,2.801,2.339,4.2877,10.96436421,0.3127
1039.97,2.701,2.3373,4.2924,10.59045434,0.3174
1039.61,2.601,2.3356,4.2972,10.21593971,0.3222
1039.26,2.501,2.3339,4.3019,9.840811396,0.3269
1038.91,2.401,2.3323,4.3067,9.465069146,0.3317
1038.55,2.301,2.3306,4.3115,9.088722831,0.3365
1038.2,2.201,2.3289,4.3164,8.711773465,0.3414
1037.85,2.101,2.3273,4.3212,8.334219546,0.3462
1037.5,2.001,2.3256,4.3262,7.956048906,0.3512
1037.15,1.901,2.3239,4.3312,7.577085837,0.3562
1036.8,1.801,2.3223,4.3364,7.197192199,0.3614
1036.45,1.701,2.3207,4.3416,6.816344948,0.3666
1036.11,1.601,2.319,4.3469,6.434334626,0.3719
1035.76,1.501,2.3174,4.3522,6.050809826,0.3772
1035.41,1.401,2.3158,4.3577,5.665558941,0.3827
1035.06,1.301,2.3142,4.3634,5.278509629,0.3884
1034.71,1.201,2.3126,4.3693,4.889528356,0.3943
1034.37,1.101,2.3111,4.3756,4.498489713,0.4006
1034.02,1.001,2.3096,4.3823,4.105206882,0.4073
1033.67,0.901,2.3081,4.3899,3.7094022,0.4149
1033.31,0.801,2.3069,4.3993,3.31078769,0.4243
1032.93,0.701,2.3061,4.4149,2.909229952,0.4399
1032.41,0.601,2.3095,4.4784,2.504900822,0.5034
1031.56,0.501,2.3206,4.6342,2.097731849,0.6592
1030.61,0.401,2.3339,4.8212,1.68699007,0.8462
1029.57,0.301,2.3488,5.0353,1.272669123,1.0603
1033.79,0.201,2.364,5.2554,0.8542244,1.2804
1040.69,0.101,2.3831,5.5274,0.43149101,1.5524
