T (C),P (kbars),Mpa,rho (g/cm3),vis (log 10 poise),Depth (km),delta log viscosity (poise)
903.8284684,2.6074,260.74,2.21101769,4.072921399,10.21593971,0.214953654
903.359553,2.5075,250.75,2.209505065,4.076694055,9.840811396,0.21872631
902.887906,2.4076,240.76,2.207986336,4.080504918,9.465069146,0.222537173
902.4163565,2.3077,230.77,2.206448829,4.084321891,9.088722831,0.226354145
901.7704698,2.2078,220.78,2.205597481,4.098469564,8.711773465,0.240501818
900.1939717,2.1079,210.79,2.20823536,4.166903809,8.334219546,0.308936064
898.5956205,2.008,200.8,2.210840727,4.23802846,7.956048906,0.380060714
896.9972693,1.9081,190.81,2.213421123,4.311919164,7.577085837,0.453951418
895.3989181,1.8082,180.82,2.215956347,4.38906122,7.197192199,0.531093475
893.8005668,1.7083,170.83,2.218482059,4.469562317,6.816344948,0.611594571
892.2022156,1.6084,160.84,2.221003654,4.553930268,6.434334626,0.695962523
890.6038644,1.5085,150.85,2.223508333,4.642957818,6.050809826,0.784990072
889.0055132,1.4086,140.86,2.22696697,4.739975078,5.665558941,0.882007332
887.407162,1.3087,130.87,2.232255701,4.851863892,5.278509629,0.993896147
885.8088107,1.2088,120.88,2.237391992,4.972398773,4.889528356,1.114431027
884.2104595,1.1089,110.89,2.242391714,5.103222912,4.498489713,1.245255167
882.6121083,1.009,100.9,2.247309295,5.246592122,4.105206882,1.388624377
881.0137571,0.9091,90.91,2.252183318,5.405152421,3.7094022,1.547184675
879.4154059,0.8092,80.92,2.257069954,5.582577693,3.31078769,1.724609948
877.8170546,0.7093,70.93,2.262013879,5.783201745,2.909229952,1.925234
876.2187034,0.6094,60.94,2.267303494,6.011027939,2.504900822,2.153060193
874.6203522,0.5095,50.95,2.272744141,6.275039518,2.097731849,2.417071773
873.022001,0.4096,40.96,2.278388557,6.585746554,1.68699007,2.727778808
871.4236498,0.3097,30.97,2.285442575,6.957893122,1.272669123,3.099925376
869.8252985,0.2098,20.98,2.314860947,7.554027288,0.8542244,3.696059543
868.2269473,0.1099,10.99,2.333988025,8.336437027,0.43149101,4.478469281
866.6285961,0.01,1,2.350180445,10.01226924,0.004300206,6.154301497
