T (C),P (kbars),rho (g/cm3),vis (log 10 poise),Depth (km),delta log viscosity (poise)
1070.29,5.101,2.4188,4.5559,19.46119884,0.2004
1069.96,5.001,2.4171,4.5602,19.09490937,0.2047
1069.63,4.901,2.4154,4.5644,18.72838478,0.2089
1069.31,4.801,2.4137,4.5686,18.36162428,0.2131
1068.98,4.701,2.412,4.5728,17.99462578,0.2173
1068.65,4.601,2.4103,4.577,17.62738498,0.2215
1068.32,4.501,2.4086,4.5812,17.2598752,0.2257
1068,4.401,2.407,4.5855,16.89209311,0.23
1067.67,4.301,2.4053,4.5897,16.5240471,0.2342
1067.35,4.201,2.4036,4.5939,16.15572797,0.2384
1067.03,4.101,2.4019,4.5981,15.7871011,0.2426
1066.7,4.001,2.4002,4.6023,15.41814572,0.2468
1066.38,3.901,2.3985,4.6066,15.04890253,0.2511
1066.06,3.801,2.3968,4.6108,14.67931009,0.2553
1065.74,3.701,2.3951,4.615,14.30938347,0.2595
1065.42,3.601,2.3934,4.6192,13.93912869,0.2637
1065.11,3.501,2.3918,4.6235,13.56854881,0.268
1064.79,3.401,2.3901,4.6277,13.1976451,0.2722
1064.47,3.301,2.3884,4.632,12.82641381,0.2765
1064.15,3.201,2.3867,4.6362,12.45481982,0.2807
1063.84,3.101,2.385,4.6405,12.08283227,0.285
1063.52,3.001,2.3833,4.6447,11.7104499,0.2892
1063.21,2.901,2.3816,4.649,11.33764139,0.2935
1062.9,2.801,2.3799,4.6532,10.96436421,0.2977
1062.59,2.701,2.3782,4.6575,10.59045434,0.302
1062.27,2.601,2.3766,4.6618,10.21593971,0.3063
1061.96,2.501,2.3749,4.6661,9.840811396,0.3106
1061.65,2.401,2.3732,4.6703,9.465069146,0.3148
1061.34,2.301,2.3715,4.6746,9.088722831,0.3191
1061.04,2.201,2.3698,4.679,8.711773465,0.3235
1060.73,2.101,2.3681,4.6833,8.334219546,0.3278
1060.42,2.001,2.3664,4.6876,7.956048906,0.3321
1060.11,1.901,2.3648,4.692,7.577085837,0.3365
1059.81,1.801,2.3631,4.6964,7.197192199,0.3409
1059.5,1.701,2.3614,4.7009,6.816344948,0.3454
1059.2,1.601,2.3597,4.7054,6.434334626,0.3499
1058.89,1.501,2.3581,4.7099,6.050809826,0.3544
1058.59,1.401,2.3564,4.7144,5.665558941,0.3589
1058.29,1.301,2.3547,4.719,5.278509629,0.3635
1057.99,1.201,2.3531,4.7237,4.889528356,0.3682
1057.68,1.101,2.3514,4.7284,4.498489713,0.3729
1057.38,1.001,2.3498,4.7333,4.105206882,0.3778
1057.08,0.901,2.3481,4.7382,3.7094022,0.3827
1056.78,0.801,2.3465,4.7434,3.31078769,0.3879
1056.48,0.701,2.3449,4.7488,2.909229952,0.3933
1056.18,0.601,2.3434,4.7548,2.504900822,0.3993
1055.87,0.501,2.3419,4.7619,2.097731849,0.4064
1055.55,0.401,2.3408,4.7732,1.68699007,0.4177
1055.01,0.301,2.3457,4.8591,1.272669123,0.5036
1053.86,0.201,2.3627,5.0989,0.8542244,0.7434
1057.14,0.101,2.383,5.389,0.43149101,1.0335
