T (C),P (kbars),rho (g/cm3),vis (log 10 poise),Depth (km),delta log viscosity (poise)
1014.27,5.301,2.3082,3.5399,20.19266805,0.217
1013.81,5.201,2.3065,3.5451,19.82709759,0.2222
1013.36,5.101,2.3048,3.5504,19.46119884,0.2275
1012.9,5.001,2.3031,3.5556,19.09490937,0.2327
1012.44,4.901,2.3014,3.5609,18.72838478,0.238
1011.99,4.801,2.2998,3.5662,18.36162428,0.2433
1011.54,4.701,2.2981,3.5715,17.99462578,0.2486
1011.08,4.601,2.2964,3.5768,17.62738498,0.2539
1010.63,4.501,2.2947,3.5821,17.2598752,0.2592
1010.18,4.401,2.2931,3.5874,16.89209311,0.2645
1009.73,4.301,2.2914,3.5928,16.5240471,0.2699
1009.28,4.201,2.2897,3.5982,16.15572797,0.2753
1008.83,4.101,2.2881,3.6036,15.7871011,0.2807
1008.38,4.001,2.2864,3.609,15.41814572,0.2861
1007.94,3.901,2.2848,3.6145,15.04890253,0.2916
1007.49,3.801,2.2831,3.62,14.67931009,0.2971
1007.05,3.701,2.2815,3.6255,14.30938347,0.3026
1006.6,3.601,2.2798,3.6311,13.93912869,0.3082
1006.16,3.501,2.2782,3.6367,13.56854881,0.3138
1005.72,3.401,2.2765,3.6423,13.1976451,0.3194
1005.28,3.301,2.2749,3.648,12.82641381,0.3251
1004.84,3.201,2.2733,3.6538,12.45481982,0.3309
1004.4,3.101,2.2717,3.6596,12.08283227,0.3367
1003.96,3.001,2.2701,3.6654,11.7104499,0.3425
1003.52,2.901,2.2685,3.6714,11.33764139,0.3485
1003.09,2.801,2.2669,3.6774,10.96436421,0.3545
1002.65,2.701,2.2653,3.6835,10.59045434,0.3606
1002.21,2.601,2.2637,3.6898,10.21593971,0.3669
1001.78,2.501,2.2621,3.6961,9.840811396,0.3732
1001.35,2.401,2.2606,3.7026,9.465069146,0.3797
1000.91,2.301,2.2591,3.7093,9.088722831,0.3864
1000.48,2.201,2.2576,3.7162,8.711773465,0.3933
1000.05,2.101,2.2561,3.7234,8.334219546,0.4005
999.62,2.001,2.2546,3.731,7.956048906,0.4081
999.18,1.901,2.2533,3.7393,7.577085837,0.4164
998.75,1.801,2.252,3.7482,7.197192199,0.4253
998.31,1.701,2.2507,3.7582,6.816344948,0.4353
997.87,1.601,2.2497,3.7699,6.434334626,0.447
997.42,1.501,2.249,3.7851,6.050809826,0.4622
996.95,1.401,2.2491,3.8091,5.665558941,0.4862
996.4,1.301,2.2518,3.86,5.278509629,0.5371
995.73,1.201,2.2581,3.9504,4.889528356,0.6275
995.01,1.101,2.2661,4.0602,4.498489713,0.7373
994.26,1.001,2.2747,4.1794,4.105206882,0.8565
993.49,0.901,2.2838,4.3069,3.7094022,0.984
992.7,0.801,2.2934,4.4436,3.31078769,1.1207
994.7,0.701,2.2982,4.6089,2.909229952,1.286
993.97,0.601,2.3083,4.7766,2.504900822,1.4537
997.55,0.501,2.3179,4.93,2.097731849,1.6071
1001.4,0.401,2.3279,5.1067,1.68699007,1.7838
1005.82,0.301,2.3391,5.309,1.272669123,1.9861
1011.26,0.201,2.3521,5.5481,0.8542244,2.2252
1018.53,0.101,2.3688,5.8569,0.43149101,2.534
