T (C),P (kbars),rho (g/cm3),vis (log 10 poise),Depth (km),delta log viscosity (poise)
994.79,4.301,2.2589,3.328,16.5240471,0.2871
994.31,4.201,2.2573,3.3339,16.15572797,0.293
993.82,4.101,2.2557,3.3399,15.7871011,0.299
993.34,4.001,2.2541,3.3459,15.41814572,0.305
992.85,3.901,2.2525,3.352,15.04890253,0.3111
992.37,3.801,2.2509,3.3581,14.67931009,0.3172
991.89,3.701,2.2493,3.3643,14.30938347,0.3234
991.41,3.601,2.2477,3.3706,13.93912869,0.3297
990.93,3.501,2.2461,3.3769,13.56854881,0.336
990.45,3.401,2.2446,3.3834,13.1976451,0.3425
989.97,3.301,2.243,3.3899,12.82641381,0.349
989.49,3.201,2.2415,3.3966,12.45481982,0.3557
989.01,3.101,2.2399,3.4033,12.08283227,0.3624
988.54,3.001,2.2384,3.4103,11.7104499,0.3694
988.06,2.901,2.2369,3.4174,11.33764139,0.3765
987.59,2.801,2.2355,3.4247,10.96436421,0.3838
987.11,2.701,2.234,3.4322,10.59045434,0.3913
986.64,2.601,2.2326,3.4401,10.21593971,0.3992
986.17,2.501,2.2312,3.4483,9.840811396,0.4074
985.69,2.401,2.2299,3.4571,9.465069146,0.4162
985.22,2.301,2.2286,3.4664,9.088722831,0.4255
984.75,2.201,2.2275,3.4767,8.711773465,0.4358
984.27,2.101,2.2264,3.4882,8.334219546,0.4473
983.79,2.001,2.2256,3.5019,7.956048906,0.461
983.31,1.901,2.2252,3.5196,7.577085837,0.4787
982.8,1.801,2.2255,3.5454,7.197192199,0.5045
982.25,1.701,2.2277,3.5893,6.816344948,0.5484
981.63,1.601,2.2324,3.6594,6.434334626,0.6185
980.97,1.501,2.2387,3.7473,6.050809826,0.7064
983.41,1.401,2.2392,3.8583,5.665558941,0.8174
982.82,1.301,2.246,3.9643,5.278509629,0.9234
982.21,1.201,2.2531,4.0764,4.889528356,1.0355
981.6,1.101,2.2606,4.1954,4.498489713,1.1545
980.97,1.001,2.2684,4.3221,4.105206882,1.2812
980.33,0.901,2.2767,4.4575,3.7094022,1.4166
979.67,0.801,2.2855,4.6032,3.31078769,1.5623
981.64,0.701,2.2942,4.7417,2.909229952,1.7008
984.58,0.601,2.3024,4.8907,2.504900822,1.8498
987.75,0.501,2.3113,5.056,2.097731849,2.0151
991.42,0.401,2.3211,5.24,1.68699007,2.1991
995.75,0.301,2.3322,5.4494,1.272669123,2.4085
1001.09,0.201,2.3451,5.6974,0.8542244,2.6565
1008.21,0.101,2.3616,6.0187,0.43149101,2.9778
