T (C),P (kbars),Mpa,rho (g/cm3),vis (log 10 poise),Depth (km),delta log viscosity (poise)
1050.156631,4.2058,420.58,2.328591598,4.092943136,16.15572797,0.113558167
1049.817859,4.1059,410.59,2.327249049,4.095223202,15.7871011,0.115838233
1049.483476,4.006,400.6,2.325887261,4.097533048,15.41814572,0.118148079
1049.142168,3.9061,390.61,2.32452927,4.099839755,15.04890253,0.120454787
1048.799591,3.8062,380.62,2.323163441,4.102159299,14.67931009,0.12277433
1048.453989,3.7063,370.63,2.321792603,4.104490555,14.30938347,0.125105586
1048.108876,3.6064,360.64,2.320410388,4.10683728,13.93912869,0.127452311
1047.762592,3.5065,350.65,2.319019824,4.109196747,13.56854881,0.129811778
1047.414942,3.4066,340.66,2.31762086,4.111569937,13.1976451,0.132184969
1047.07295,3.3067,330.67,2.316201471,4.113958147,12.82641381,0.134573178
1046.72169,3.2068,320.68,2.314787023,4.116358119,12.45481982,0.13697315
1046.370138,3.1069,310.69,2.313362051,4.11876923,12.08283227,0.139384261
1046.018293,3.007,300.7,2.311926429,4.121201502,11.7104499,0.141816533
1045.662838,2.9071,290.71,2.310485015,4.123643017,11.33764139,0.144258049
1045.307383,2.8072,280.72,2.309032678,4.126100752,10.96436421,0.146715783
1044.950465,2.7073,270.73,2.307570681,4.128571208,10.59045434,0.14918624
1044.592181,2.6074,260.74,2.306099038,4.131056094,10.21593971,0.151671126
1044.2378,2.5075,250.75,2.304609613,4.133550605,9.840811396,0.154165636
1043.875906,2.4076,240.76,2.303119511,4.136064997,9.465069146,0.156680028
1043.51333,2.3077,230.77,2.301618387,4.138594118,9.088722831,0.15920915
1043.14929,2.2078,220.78,2.30010698,4.141137995,8.711773465,0.161753027
1042.783786,2.1079,210.79,2.298585024,4.143698609,8.334219546,0.16431364
1042.415942,2.008,200.8,2.297053726,4.146274759,7.956048906,0.166889791
1042.051707,1.9081,190.81,2.295504535,4.148856185,7.577085837,0.169471217
1041.679374,1.8082,180.82,2.293953453,4.151464091,7.197192199,0.172079123
1041.30792,1.7083,170.83,2.29238786,4.154085138,6.816344948,0.174700169
1040.934905,1.6084,160.84,2.29081104,4.156724117,6.434334626,0.177339148
1040.563548,1.5085,150.85,2.289217948,4.159362022,6.050809826,0.179977053
1040.184484,1.4086,140.86,2.287621364,4.162040244,5.665558941,0.182655276
1039.810591,1.3087,130.87,2.286003864,4.164716628,5.278509629,0.185331659
1039.431332,1.2088,120.88,2.284378877,4.167419017,4.889528356,0.188034048
1039.050512,1.1089,110.89,2.282741287,4.17013881,4.498489713,0.190753842
1038.665692,1.009,100.9,2.281094672,4.172888593,4.105206882,0.193503624
1038.28253,0.9091,90.91,2.279430671,4.175632926,3.7094022,0.196247957
1037.894979,0.8092,80.92,2.277758425,4.178405482,3.31078769,0.199020513
1036.296628,0.7093,70.93,2.280076692,4.290903379,2.909229952,0.311518411
1034.698276,0.6094,60.94,2.282516989,4.427822314,2.504900822,0.448437346
1033.099925,0.5095,50.95,2.284551389,4.581071993,2.097731849,0.601687025
1031.501574,0.4096,40.96,2.286100063,4.756516936,1.68699007,0.777131967
1029.903223,0.3097,30.97,2.287045868,4.964452807,1.272669123,0.985067838
1028.304872,0.2098,20.98,2.287233655,5.22601103,0.8542244,1.246626062
1026.70652,0.1099,10.99,2.286492794,5.599488787,0.43149101,1.620103818
1025.108169,0.01,1,2.284746886,6.520209819,0.004300206,2.54082485
