T (C),P (kbars),Mpa,rho (g/cm3),vis (log 10 poise),Depth (km),delta log viscosity (poise)
900.5134366,7.1029,710.29,2.244028286,3.813127114,26.73134744,0.089050698
900.0614964,7.003,700.3,2.242760037,3.816290018,26.36993663,0.092213601
899.6103367,6.9031,690.31,2.241483838,3.819444055,26.00837263,0.095367638
899.1579087,6.8032,680.32,2.240203488,3.822618066,25.64665392,0.09854165
898.7041149,6.7033,670.33,2.238917977,3.825806519,25.28477722,0.101730102
898.2484675,6.6034,660.34,2.237628319,3.82901463,24.92273962,0.104938214
897.7944786,6.5035,650.35,2.236327116,3.83220114,24.56054217,0.108124724
897.3400019,6.4036,640.36,2.235019122,3.835392507,24.19818932,0.111316091
896.8826959,6.3037,630.37,2.233709955,3.838620848,23.83539377,0.114544432
896.4274388,6.2038,620.38,2.23238708,3.841819507,23.47203922,0.117743091
895.9686695,6.1039,610.39,2.231065548,3.845066407,23.10847978,0.12098999
895.5058027,6.004,600.4,2.229787204,3.848409495,22.7447151,0.124333079
895.0375703,5.9041,590.41,2.228556933,3.851881904,22.38074499,0.127805487
894.5669964,5.8042,580.42,2.227325227,3.855386254,22.01657131,0.131309838
894.0970079,5.7043,570.43,2.226081484,3.858875425,21.65220047,0.134799009
893.6250682,5.6044,560.44,2.224836008,3.862393899,21.28763109,0.138317483
893.1541041,5.5045,550.45,2.223577646,3.865892167,20.9228612,0.141815751
892.6821644,5.4046,540.46,2.222312929,3.869400298,20.55789757,0.145323882
892.207493,5.3047,530.47,2.22105,3.872950377,20.19266805,0.148873961
891.7359436,5.2048,520.48,2.21977023,3.876463081,19.82709759,0.152386664
891.26176,5.1049,510.49,2.218490182,3.880012959,19.46119884,0.155936542
890.7883569,5.005,500.5,2.217195221,3.883540691,19.09490937,0.159464275
890.3145636,4.9051,490.51,2.215894301,3.887075313,18.72838478,0.162998897
889.8375509,4.8052,480.52,2.214589758,3.890644044,18.36162428,0.166567627
889.3618064,4.7053,470.53,2.213270896,3.894188935,17.99462578,0.170112518
888.8839156,4.6054,460.54,2.211949125,3.897761736,17.62738498,0.17368532
888.4057322,4.5055,450.55,2.210618995,3.9013373,17.2598752,0.177260884
887.9271585,4.4056,440.56,2.209279703,3.90491338,16.89209311,0.180836964
887.4491702,4.3057,430.57,2.207926129,3.908474809,16.5240471,0.184398393
886.9692307,4.2058,420.58,2.206572602,3.912069913,16.15572797,0.187993496
886.4885107,4.1059,410.59,2.205210045,3.91567003,15.7871011,0.191593613
886.008181,4.006,400.6,2.203836575,3.919262487,15.41814572,0.195186071
885.5255098,3.9061,390.61,2.202458146,3.922881997,15.04890253,0.198805581
885.042546,3.8062,380.62,2.201070873,3.926503376,14.67931009,0.202426959
884.5588993,3.7063,370.63,2.199674945,3.930130099,14.30938347,0.206053683
884.0762281,3.6064,360.64,2.198263186,3.933736158,13.93912869,0.209659742
883.5888742,3.5065,350.65,2.196852956,3.93739861,13.56854881,0.213322194
883.1025934,3.4066,340.66,2.195431889,3.941050055,13.1976451,0.216973639
882.6165077,3.3067,330.67,2.193995623,3.94468962,12.82641381,0.220613204
882.1307146,3.2068,320.68,2.192548603,3.948325118,12.45481982,0.224248701
881.6405315,3.1069,310.69,2.191104951,3.952019271,12.08283227,0.227942855
881.1513239,3.007,300.7,2.189645857,3.955696204,11.7104499,0.231619788
880.6635797,2.9071,290.71,2.18817122,3.95935741,11.33764139,0.235280994
879.8717454,2.8072,280.72,2.187423784,3.979507065,10.96436421,0.255430649
878.4191467,2.7073,270.73,2.18816435,4.034447025,10.59045434,0.310370608
876.9648896,2.6074,260.74,2.189614893,4.092177189,10.21593971,0.368100772
875.520876,2.5075,250.75,2.1919273,4.153126886,9.840811396,0.42905047
874.0116934,2.4076,240.76,2.194270574,4.216452905,9.465069146,0.492376489
872.4378293,2.3077,230.77,2.196635823,4.282368214,9.088722831,0.558291797
870.9279638,2.2078,220.78,2.20024738,4.351791165,8.711773465,0.627714749
869.4739993,2.1079,210.79,2.204760774,4.427744567,8.334219546,0.703668151
867.9382807,2.008,200.8,2.209304711,4.507252498,7.956048906,0.783176082
866.3399294,1.9081,190.81,2.213771605,4.591119346,7.577085837,0.867042929
864.7415782,1.8082,180.82,2.218070648,4.679144434,7.197192199,0.955068017
863.143227,1.7083,170.83,2.222211704,4.771884211,6.816344948,1.047807794
861.5448758,1.6084,160.84,2.226212522,4.870024561,6.434334626,1.145948145
859.9465246,1.5085,150.85,2.23009611,4.974444139,6.050809826,1.250367723
858.3481733,1.4086,140.86,2.23388018,5.086177143,5.665558941,1.362100727
856.7498221,1.3087,130.87,2.237734973,5.205569542,5.278509629,1.481493126
855.1514709,1.2088,120.88,2.241542373,5.334963796,4.889528356,1.61088738
853.5531197,1.1089,110.89,2.245317406,5.476581186,4.498489713,1.75250477
851.9547685,1.009,100.9,2.249076638,5.632883566,4.105206882,1.908807149
850.3564172,0.9091,90.91,2.252851725,5.806880929,3.7094022,2.082804513
848.758066,0.8092,80.92,2.256658154,6.002505867,3.31078769,2.278429451
847.1597148,0.7093,70.93,2.260933164,6.222218374,2.909229952,2.498141957
845.5613636,0.6094,60.94,2.265602407,6.47196207,2.504900822,2.747885654
843.9630124,0.5095,50.95,2.270682634,6.760037066,2.097731849,3.035960649
842.3646611,0.4096,40.96,2.289224735,7.180202512,1.68699007,3.456126096
840.7663099,0.3097,30.97,2.308602995,7.701417135,1.272669123,3.977340719
839.1679587,0.2098,20.98,2.320235086,8.315263144,0.8542244,4.591186727
837.5696075,0.1099,10.99,2.329054124,9.118568672,0.43149101,5.394492256
835.9712562,0.01,1,2.427558569,9.118568672,0.004300206,5.394492256
