T (C),P (kbars),rho (g/cm3),vis (log 10 poise),Depth (km),delta log viscosity (poise)
954.28,2.101,2.2182,3.6969,8.334219546,1.1502
953.33,2.001,2.2213,3.7638,7.956048906,1.2171
952.25,1.901,2.2248,3.8366,7.577085837,1.2899
951.11,1.801,2.2286,3.9144,7.197192199,1.3677
949.88,1.701,2.2327,3.9977,6.816344948,1.451
948.54,1.601,2.2371,4.0869,6.434334626,1.5402
947.09,1.501,2.2418,4.1826,6.050809826,1.6359
947.05,1.401,2.2461,4.2742,5.665558941,1.7275
947.35,1.301,2.25,4.3718,5.278509629,1.8251
947.64,1.201,2.2541,4.4778,4.889528356,1.9311
947.91,1.101,2.2586,4.593,4.498489713,2.0463
948.16,1.001,2.2634,4.7188,4.105206882,2.1721
948.38,0.901,2.2686,4.8567,3.7094022,2.31
948.51,0.801,2.2743,5.009,3.31078769,2.4623
948.52,0.701,2.2803,5.1787,2.909229952,2.632
948.33,0.601,2.2869,5.37,2.504900822,2.8233
947.88,0.501,2.2933,5.6042,2.097731849,3.0575
947.73,0.401,2.3002,5.8804,1.68699007,3.3337
946.52,0.301,2.3078,6.2226,1.272669123,3.6759
942.99,0.201,2.3165,6.6784,0.8542244,4.1317
932.99,0.101,2.3269,7.388,0.43149101,4.8413
