T (C),P (kbars),Mpa,rho (g/cm3),vis (log 10 poise),Depth (km),delta log viscosity (poise)
875.3601721,6.7033,670.33,2.179070677,3.483504268,25.28477722,0.112507498
874.8265754,6.6034,660.34,2.17786733,3.487131475,24.92273962,0.116134706
874.3144416,6.5035,650.35,2.176603203,3.49051626,24.56054217,0.119519491
873.7810399,6.4036,640.36,2.175391051,3.494166852,24.19818932,0.123170083
873.2447116,6.3037,630.37,2.174178184,3.497849953,23.83539377,0.126853184
872.7111148,6.2038,620.38,2.172945923,3.501485831,23.47203922,0.130489062
872.1734207,6.1039,610.39,2.171718997,3.505176872,23.10847978,0.134180103
871.6367996,6.004,600.4,2.170476399,3.508842638,22.7447151,0.137845869
871.0994957,5.9041,590.41,2.169227645,3.51251469,22.38074499,0.141517921
870.5617039,5.8042,580.42,2.167971343,3.51619092,22.01657131,0.145194151
870.0239122,5.7043,570.43,2.166705007,3.519862161,21.65220047,0.148865392
869.484657,5.6044,560.44,2.165435132,3.523552217,21.28763109,0.152555448
868.944719,5.5045,550.45,2.164156943,3.527244975,20.9228612,0.156248206
868.4043907,5.4046,540.46,2.162869959,3.530938846,20.55789757,0.159942077
867.8630869,5.3047,530.47,2.161579849,3.534647499,20.19266805,0.16365073
867.3204172,5.2048,520.48,2.160282687,3.538368166,19.82709759,0.167371397
866.7774548,5.1049,510.49,2.158981263,3.542096057,19.46119884,0.171099288
866.2341998,5.005,500.5,2.157664399,3.545812891,19.09490937,0.174816122
865.6909448,4.9051,490.51,2.156344485,3.549540647,18.72838478,0.178543878
865.1468117,4.8052,480.52,2.15501145,3.553263389,18.36162428,0.18226662
864.6000446,4.7053,470.53,2.153686499,3.557027154,17.99462578,0.186030385
864.0570822,4.6054,460.54,2.152339344,3.560748674,17.62738498,0.189751905
863.5108029,4.5055,450.55,2.150982823,3.564489934,17.2598752,0.193493165
862.9664747,4.4056,440.56,2.149632027,3.56824141,16.89209311,0.197244641
862.2291756,4.3057,430.57,2.148861013,3.583376916,16.5240471,0.212380147
861.0976423,4.2058,420.58,2.14924511,3.621723499,16.15572797,0.25072673
859.9460119,4.1059,410.59,2.149634961,3.660996326,15.7871011,0.289999556
858.8747697,4.006,400.6,2.150824676,3.699742415,15.41814572,0.328745646
857.8082104,3.9061,390.61,2.152215236,3.73919918,15.04890253,0.368202411
856.714042,3.8062,380.62,2.153602436,3.779803839,14.67931009,0.40880707
855.594801,3.7063,370.63,2.154974909,3.821589577,14.30938347,0.450592808
854.4445364,3.6064,360.64,2.156343914,3.864638436,13.93912869,0.493641667
853.2620775,3.5065,350.65,2.157706365,3.909013396,13.56854881,0.538016626
852.0453755,3.4066,340.66,2.159061614,3.954783583,13.1976451,0.583786814
850.791211,3.3067,330.67,2.160410867,4.002033483,12.82641381,0.631036714
849.4975353,3.2068,320.68,2.161752253,4.050843755,12.45481982,0.679846986
848.297906,3.1069,310.69,2.164926309,4.102314136,12.08283227,0.731317367
847.076131,3.007,300.7,2.168486478,4.155975542,11.7104499,0.784978773
845.8096741,2.9071,290.71,2.172019583,4.211595105,11.33764139,0.840598336
844.5019499,2.8072,280.72,2.17572277,4.268551646,10.96436421,0.897554877
843.139788,2.7073,270.73,2.17935515,4.327952414,10.59045434,0.956955645
841.6487513,2.6074,260.74,2.182807089,4.393376132,10.21593971,1.022379363
840.1047402,2.5075,250.75,2.186147754,4.461954596,9.840811396,1.090957827
838.506389,2.4076,240.76,2.189417315,4.533645778,9.465069146,1.162649009
836.9080377,2.3077,230.77,2.192566912,4.608101109,9.088722831,1.23710434
835.3096865,2.2078,220.78,2.195591818,4.6857713,8.711773465,1.31477453
833.7113353,2.1079,210.79,2.198501812,4.767034699,8.334219546,1.39603793
832.1129841,2.008,200.8,2.201290814,4.85249393,7.956048906,1.481497161
830.5146329,1.9081,190.81,2.204005037,4.942284574,7.577085837,1.571287805
828.9162816,1.8082,180.82,2.206650917,5.037082022,7.197192199,1.666085253
827.3179304,1.7083,170.83,2.209224526,5.137786334,6.816344948,1.766789565
825.7195792,1.6084,160.84,2.21175795,5.244952529,6.434334626,1.87395576
824.121228,1.5085,150.85,2.214251598,5.359926577,6.050809826,1.988929808
822.5228768,1.4086,140.86,2.216706562,5.48387589,5.665558941,2.112879121
820.9245255,1.3087,130.87,2.219144144,5.618274614,5.278509629,2.247277845
819.3261743,1.2088,120.88,2.221610968,5.764376814,4.889528356,2.393380045
817.7278231,1.1089,110.89,2.224062682,5.924941815,4.498489713,2.553945046
816.1294719,1.009,100.9,2.226550403,6.101931963,4.105206882,2.730935194
814.5311207,0.9091,90.91,2.2290821,6.298420698,3.7094022,2.927423929
812.9327694,0.8092,80.92,2.231679842,6.518029322,3.31078769,3.147032553
811.3344182,0.7093,70.93,2.234431805,6.76509156,2.909229952,3.394094791
809.736067,0.6094,60.94,2.253881615,7.168509771,2.504900822,3.797513002
808.1377158,0.5095,50.95,2.267570121,7.597943531,2.097731849,4.226946762
806.5393646,0.4096,40.96,2.275845722,8.068323808,1.68699007,4.697327039
804.9410133,0.3097,30.97,2.281629174,8.593659053,1.272669123,5.222662284
803.3426621,0.2098,20.98,2.286096919,9.216024457,0.8542244,5.845027687
801.7443109,0.1099,10.99,2.374644016,9.216024457,0.43149101,5.845027687
800.1459597,0.01,1,2.372109642,9.216024457,0.004300206,5.845027687
