Location,Sample,CaO,Na2O,MgO,Ce2O3,MnO,FeO,SrO,P2O5,SiO2,F,Cl,SO3,O=F,O=Cl,Total (anhydrous),Ca apfu,Na apfu,Mg apfu,Ce apfu,Mn apfu,Fe apfu,Sr apfu,Sum,P apfu,Si apfu,S apfu,Sum,F apfu,Cl apfu,est OH apfu,T
Coroccohuayco,arc,55.59,0.1031,0.0624,,,0.0535,,42.88,0.1208,2.57,0.4685,0.1488,1.082,0.106,100.81,9.953,0.033,0.016,0,0,0.007,0,10.009,6.066,0.02,0.019,6.087,1.358,0.133,0.509,914.1344757
Coroccohuayco,arc,56.08,0.08,0.0472,,,0.1689,,41.73,0.1569,2.61,0.5466,0.2714,1.099,0.123,100.47,10.13,0.026,0.012,0,0,0.024,0,10.192,5.956,0.026,0.034,5.983,1.392,0.156,0.452,914.1344757
Coroccohuayco,arc,56.67,0.0823,0.0237,,,0.2581,,41.53,0.089,2.56,0.5017,0.206,1.078,0.113,100.73,10.247,0.027,0.006,0,0,0.036,0,10.316,5.934,0.015,0.026,5.949,1.366,0.144,0.49,914.1344757
Coroccohuayco,arc,55.59,0.1117,0.0059,,,0.1935,,40.92,0.1724,2.77,0.5087,0.3207,1.166,0.115,99.31,10.166,0.037,0.002,0,0,0.028,0,10.232,5.913,0.029,0.041,5.943,1.495,0.147,0.358,914.1344757
Coroccohuayco,arc,55.44,0.0852,0.0248,,,0.0441,,41.9,0.1192,2.64,0.576,0.2077,1.112,0.13,99.8,10.054,0.028,0.006,0,0,0.006,0,10.094,6.004,0.02,0.026,6.025,1.413,0.165,0.422,914.1344757
Coroccohuayco,arc,55.81,0.1049,0.003,,,0.0713,,42.61,0.126,2.84,0.4928,0.1665,1.196,0.111,100.92,9.986,0.034,0.001,0,0,0.01,0,10.031,6.025,0.021,0.021,6.046,1.5,0.139,0.361,914.1344757
Coroccohuayco,arc,54.84,0.0874,0.038,,,0.0972,,42.14,0.174,2.64,0.5416,0.3366,1.112,0.122,99.66,9.926,0.029,0.01,0,0,0.014,0,9.978,6.027,0.029,0.043,6.056,1.41,0.155,0.435,914.1344757
Coroccohuayco,arc,55.55,0.1096,0.0204,,,0.1585,,42.25,0.1148,2.73,0.551,0.1949,1.149,0.124,100.41,10.005,0.036,0.005,0,0,0.022,0,10.068,6.013,0.019,0.025,6.032,1.451,0.157,0.392,914.1344757
Coroccohuayco,arc,55.42,0.1014,0.0307,,,0.1672,,41.47,0.1691,2.75,0.3525,0.1983,1.158,0.08,99.42,10.099,0.033,0.008,0,0,0.024,0,10.164,5.972,0.029,0.025,6,1.479,0.102,0.419,914.1344757
Coroccohuayco,arc,55.93,0.1041,0.0382,,,0.053,,41.68,0.1286,2.81,0.3747,0.1956,1.183,0.085,100.05,10.13,0.034,0.01,0,0,0.007,0,10.181,5.965,0.022,0.025,5.987,1.502,0.107,0.39,914.1344757
Coroccohuayco,arc,55.41,0.0944,0,,,0.2313,,42.98,0.1164,2.8,0.3966,0.2373,1.179,0.09,101,9.885,0.03,0,0,0,0.032,0,9.948,6.059,0.019,0.03,6.078,1.474,0.112,0.414,914.1344757
Coroccohuayco,arc,55.78,0.0371,0.0341,,,0.1695,,42.84,0.1392,2.65,0.551,0.1595,1.116,0.124,101.12,9.963,0.012,0.008,0,0,0.024,0,10.007,6.046,0.023,0.02,6.07,1.397,0.156,0.447,914.1344757
Coroccohuayco,arc,56.56,0.0775,0.0367,,,0,,41.79,0.1251,2.6,0.5129,0.2283,1.095,0.116,100.72,10.199,0.025,0.009,0,0,0,0,10.233,5.954,0.021,0.029,5.975,1.384,0.146,0.47,914.1344757
Coroccohuayco,arc,55.12,0.0893,0.0497,,,0.1495,,41.37,0.1051,2.64,0.4554,0.148,1.112,0.103,98.91,10.101,0.03,0.013,0,0,0.021,0,10.165,5.991,0.018,0.019,6.009,1.428,0.132,0.44,914.1344757
Coroccohuayco,arc,55.35,0.101,0.0297,,,0.1254,,42.8,0.1148,2.72,0.4905,0.2,1.145,0.111,100.68,9.913,0.033,0.007,0,0,0.018,0,9.971,6.057,0.019,0.025,6.076,1.438,0.139,0.423,914.1344757
Coroccohuayco,arc,56.06,0.0966,0.08,,,0.1695,,43.08,0.1489,2.64,0.4613,0.1884,1.112,0.104,101.71,9.954,0.031,0.02,0,0,0.023,0,10.028,6.044,0.025,0.023,6.069,1.384,0.13,0.487,914.1344757
Coroccohuayco,arc,56.01,0.0963,0.0369,,,0.16,,42.6,0.0891,2.69,0.492,0.2278,1.133,0.111,101.16,10.013,0.031,0.009,0,0,0.022,0,10.076,6.018,0.015,0.029,6.033,1.419,0.139,0.441,914.1344757
Coroccohuayco,arc,55.64,0.1038,0.0029,,,0.2467,,42.31,0.1202,2.53,0.5625,0.2043,1.065,0.127,100.53,10.022,0.034,0.001,0,0,0.035,0,10.091,6.022,0.02,0.026,6.042,1.345,0.16,0.495,914.1344757
Coroccohuayco,arc,54.47,0.0446,0.0059,,,0.0703,,41.47,0.0835,2.52,0.4952,0.1479,1.061,0.112,98.13,10.039,0.015,0.002,0,0,0.01,0,10.065,6.039,0.014,0.019,6.054,1.371,0.144,0.485,914.1344757
Coroccohuayco,arc,56.48,0.1416,0.037,,,0.098,,42.73,0.235,2.84,0.618,0.3541,1.196,0.139,102.2,9.989,0.045,0.009,0,0,0.014,0,10.057,5.972,0.039,0.044,6.01,1.483,0.173,0.345,914.1344757
Coroccohuayco,arc,54.66,0.1555,0.0383,,,0.1242,,41,0.4282,2.54,0.6308,0.7324,1.069,0.142,99.1,9.971,0.051,0.01,0,0,0.018,0,10.05,5.91,0.073,0.094,5.983,1.368,0.182,0.45,914.1344757
Coroccohuayco,arc,56.25,0.0672,0.0308,,,0.1764,,42.23,0.1606,2.69,0.4893,0.1971,1.133,0.11,101.05,10.087,0.022,0.008,0,0,0.025,0,10.141,5.984,0.027,0.025,6.011,1.424,0.139,0.437,914.1344757
Coroccohuayco,arc,56.04,0.0613,0.047,,,0.1506,,42.64,0.1377,2.7,0.5509,0.2491,1.137,0.124,101.32,9.999,0.02,0.012,0,0,0.021,0,10.052,6.012,0.023,0.031,6.035,1.422,0.156,0.423,914.1344757
Baogutu,arc,53.551,,,,,,,42.482,0.145,1.863,1.15,0.251,0.784421053,0.259520451,98.3980585,9.809905953,0,0,0,0,0,0,9.809905953,6.149437799,0.024793814,0.032207973,6.174231613,1.007313183,0.33326282,0.659423998,830.9773874
Baogutu,arc,53.747,,,,,,,42.781,0.083,2.151,1.078,0.225,0.905684211,0.243272214,98.91604358,9.77799516,0,0,0,0,0,0,9.77799516,6.15006522,0.014094568,0.028672828,6.164159788,1.155022393,0.310245947,0.534731661,830.9773874
Baogutu,arc,53.455,,,,,,,42.776,0.085,2.442,0.511,0.02,1.028210526,0.115317348,98.14547213,9.776036729,0,0,0,0,0,0,9.776036729,6.181699099,0.014510136,0.002562105,6.196209236,1.318179503,0.147838367,0.53398213,830.9773874
Baogutu,arc,54.019,,,,,,,43.436,0,2.713,0.363,0.05,1.142315789,0.081918195,99.35676602,9.738412203,0,0,0,0,0,0,9.738412203,6.187634284,0,0.006313992,6.187634284,1.443596468,0.103523752,0.45287978,830.9773874
Baogutu,arc,53.275,,,,,,,42.834,0.152,2.451,0.642,0.125,1.032,0.144880113,98.30211989,9.715971891,0,0,0,0,0,0,9.715971891,6.172834359,0.025875244,0.01596854,6.198709604,1.319351474,0.185220727,0.495427799,830.9773874
Baogutu,arc,53.838,,,,,,,43.121,0.108,2.565,0.717,0.104,1.08,0.16180536,99.21119464,9.73457579,0,0,0,0,0,0,9.73457579,6.160984783,0.018227619,0.013172065,6.179212403,1.368894208,0.205087426,0.426018366,830.9773874
Baogutu,arc,54.03,,,,,,,43.428,0.075,2.448,0.804,0.03,1.030736842,0.181438646,99.60282451,9.736957735,0,0,0,0,0,0,9.736957735,6.184311352,0.012616174,0.003787058,6.196927526,1.30212937,0.229211357,0.468659273,830.9773874
Baogutu,arc,52.883,,,,,,,43.01,0.149,2.422,0.873,0.024,1.019789474,0.197009873,98.14420065,9.652758116,0,0,0,0,0,0,9.652758116,6.20351707,0.025386316,0.003068591,6.228903386,1.304859892,0.252081717,0.443058391,830.9773874
Baogutu,arc,52.909,,,,,,,42.682,0.125,2.193,1.058,0.017,0.923368421,0.238758815,97.82187276,9.717064665,0,0,0,0,0,0,9.717064665,6.194175425,0.021428592,0.00218699,6.215604017,1.188772022,0.307385214,0.503842764,830.9773874
Baogutu,arc,52.822,,,,,,,42.882,0.142,2.001,1.088,0.042,0.842526316,0.245528914,97.88894477,9.6919986,0,0,0,0,0,0,9.6919986,6.217370297,0.024320076,0.005398091,6.241690373,1.083677346,0.315805117,0.600517537,830.9773874
Baogutu,arc,52.114,,,,,,,43.778,0.131,2.394,0.83,0.02,1.008,0.187306065,98.07169394,9.470450744,0,0,0,0,0,0,9.470450744,6.286448436,0.022221103,0.002545884,6.308669539,1.284088011,0.238608603,0.477303386,830.9773874
Baogutu,arc,52.963,,,,,,,43.552,0.144,2.484,0.885,0.028,1.045894737,0.199717913,98.81038735,9.583211008,0,0,0,0,0,0,9.583211008,6.227013066,0.024320867,0.00354886,6.251333933,1.326613673,0.253322351,0.420063976,830.9773874
Baogutu,arc,52.755,,,,,,,43.183,0.131,2.399,0.951,0.171,1.010105263,0.21461213,98.36528261,9.594582523,0,0,0,0,0,0,9.594582523,6.205952757,0.022238825,0.02178467,6.228191582,1.287796105,0.273611746,0.438592149,830.9773874
Baogutu,arc,53.526,,,,,,,43.16,0.13,2.304,0.874,0.19,0.970105263,0.197235543,99.01665919,9.696650031,0,0,0,0,0,0,9.696650031,6.178336631,0.021982565,0.024110319,6.200319196,1.231952067,0.250472546,0.517575388,830.9773874
Baogutu,arc,54.248,,,,,,,42.359,0.139,2.124,0.887,0.031,0.894315789,0.200169252,98.69351496,9.926561642,0,0,0,0,0,0,9.926561642,6.124829606,0.023741491,0.003973463,6.148571097,1.147160089,0.256761851,0.59607806,830.9773874
Baogutu,arc,54.075,,,,,,,43.038,0.152,2.328,0.717,0.023,0.980210526,0.16180536,99.19098411,9.802296215,0,0,0,0,0,0,9.802296215,6.164765697,0.025718934,0.002920462,6.190484631,1.245571533,0.205609045,0.548819422,830.9773874
Baogutu,arc,52.992,,,,,,,42.699,0.308,2.199,1.035,0.048,0.925894737,0.233568406,98.12153686,9.69709895,0,0,0,0,0,0,9.69709895,6.17422455,0.052609032,0.006152692,6.226833582,1.187712015,0.299615055,0.51267293,830.9773874
Baogutu,arc,53.443,,,,,,,43.335,0.074,2.273,1.081,0.054,0.957052632,0.243949224,99.05899814,9.682264644,0,0,0,0,0,0,9.682264644,6.203804743,0.012513993,0.006852867,6.216318737,1.215458009,0.309815812,0.474726179,830.9773874
Baogutu,arc,53.479,,,,,,,42.414,0.221,2.22,1.105,0.118,0.934736842,0.249365303,98.37289785,9.786558167,0,0,0,0,0,0,9.786558167,6.133228367,0.037750009,0.015125897,6.170978376,1.199096354,0.319890061,0.481013585,830.9773874
Baogutu,arc,53.754,,,,,,,43.049,0.14,2.173,0.994,0.132,0.914947368,0.224315938,99.10273669,9.751060219,0,0,0,0,0,0,9.751060219,6.170741004,0.023705393,0.016772871,6.194446398,1.163469979,0.285245762,0.551284258,830.9773874
Baogutu,arc,53.691,,,,,,,42.512,0.199,2.066,1.039,0.118,0.869894737,0.234471086,98.52063418,9.819475626,0,0,0,0,0,0,9.819475626,6.143721782,0.033971753,0.015116847,6.177693535,1.115248184,0.300603558,0.584148258,830.9773874
Baogutu,arc,53.889,,,,,,,43.075,0.047,2.418,1.077,0.185,1.018105263,0.243046544,99.42984819,9.738089969,0,0,0,0,0,0,9.738089969,6.150807622,0.007927744,0.023417353,6.158735366,1.289687108,0.307879751,0.402433141,830.9773874
Baogutu,arc,53.31,,,,,,,43.481,0.05,2.108,0.66,0.033,0.887578947,0.148942172,98.60547888,9.692615124,0,0,0,0,0,0,9.692615124,6.246906546,0.008485557,0.004202799,6.255392103,1.131246624,0.189831372,0.678922004,830.9773874
Baogutu,arc,53.722,,,,,,,43.457,0.027,2.172,0.7,0.02,0.914526316,0.15796897,99.02550471,9.738891207,0,0,0,0,0,0,9.738891207,6.225156638,0.004568769,0.002539684,6.229725406,1.162175101,0.200746114,0.637078785,830.9773874
Baogutu,arc,53.555,,,,,,,42.847,0.151,2.153,1.021,0.02,0.906526316,0.230409027,98.61006466,9.770932344,0,0,0,0,0,0,9.770932344,6.177170685,0.025715265,0.002555986,6.202885951,1.159402991,0.294681919,0.54591509,830.9773874
Baogutu,arc,54.568,,,,,,,43.523,0.055,2.556,0.49,0.017,1.076210526,0.110578279,100.0222112,9.795075838,0,0,0,0,0,0,9.795075838,6.173362639,0.009215322,0.002137525,6.182577962,1.354206892,0.139141798,0.506651309,830.9773874
Baogutu,arc,53.055,,,,,,,42.659,0.216,2.192,0.967,0.03,0.922947368,0.218222849,97.97782978,9.72846406,0,0,0,0,0,0,9.72846406,6.181043931,0.036970029,0.003853289,6.21801396,1.186350216,0.280502153,0.53314763,830.9773874
Baogutu,arc,54.178,,,,,,,42.22,0.146,2.012,0.926,0.063,0.847157895,0.208970381,98.48887172,9.94165033,0,0,0,0,0,0,9.94165033,6.121910045,0.02500728,0.008097827,6.146917325,1.089727462,0.268805572,0.641466966,830.9773874
Baogutu,arc,53.804,,,,,,,42.589,0.135,2.558,0.66,0.164,1.077052632,0.148942172,98.6840052,9.794079342,0,0,0,0,0,0,9.794079342,6.126038142,0.022938283,0.020911506,6.148976425,1.374371048,0.190057387,0.435571564,830.9773874
Baogutu,arc,53.086,,,,,,,42.795,0.16,2.672,0.902,0.154,1.125052632,0.203554302,98.44039307,9.658358344,0,0,0,0,0,0,9.658358344,6.152470531,0.027171986,0.01962621,6.179642517,1.434875333,0.259610118,0.305514549,830.9773874
Baogutu,arc,53.361,,,,,,,42.36,0.25,2.411,0.652,0.336,1.015157895,0.147136812,98.20770529,9.750474497,0,0,0,0,0,0,9.750474497,6.116330463,0.042640264,0.043006439,6.158970726,1.30032947,0.188469532,0.511200998,830.9773874
Baogutu,arc,53.33,,,,,,,42.43,0.27,2.35,0.7,0.31,0.989473684,0.15796897,98.24255735,9.742213182,0,0,0,0,0,0,9.742213182,6.124805144,0.046039213,0.039667987,6.170844357,1.267092474,0.202290669,0.530616857,830.9773874
Baogutu,arc,53.861,,,,,,,42.794,0.167,2.111,0.912,0.02,0.888842105,0.205811001,98.77034689,9.821043089,0,0,0,0,0,0,9.821043089,6.165939884,0.028423513,0.002554498,6.194363397,1.13612428,0.263069081,0.600806638,830.9773874
Baogutu,arc,52.655,,,,,,,43.39,0.098,2.232,0.944,0.02,0.939789474,0.21303244,98.18617809,9.598013307,0,0,0,0,0,0,9.598013307,6.249777849,0.016674234,0.002553666,6.266452083,1.20085432,0.272210887,0.526934793,830.9773874
Baogutu,arc,52.957,,,,,,,43.799,0.088,2.591,0.517,0.023,1.090947368,0.116671368,98.76738126,9.56656475,0,0,0,0,0,0,9.56656475,6.252159309,0.014838616,0.002910401,6.266997925,1.381511352,0.147745734,0.470742914,830.9773874
Baogutu,arc,53.579,,,,,,,42.872,0.077,2.379,0.663,0.02,1.001684211,0.149619182,98.43869661,9.776298893,0,0,0,0,0,0,9.776298893,6.181399476,0.013114407,0.002556244,6.194513883,1.281234762,0.191374981,0.527390257,830.9773874
Baogutu,arc,52.909,,,,,,,42.304,0.621,2.09,1.032,0.02,0.88,0.232891396,97.8631086,9.716175539,0,0,0,0,0,0,9.716175539,6.138756859,0.106447503,0.002572694,6.245204362,1.132834559,0.299803889,0.567361552,830.9773874
Baogutu,arc,53.864,,,,,,,42.272,0.629,2.124,0.867,0.029,0.894315789,0.195655853,98.69502836,9.832845246,0,0,0,0,0,0,9.832845246,6.097707646,0.107178908,0.003708267,6.204886554,1.144430752,0.25037529,0.605193958,830.9773874
Baogutu,arc,53.401,,,,,,,42.653,0.086,2.149,0.808,0.02,0.904842105,0.182341326,98.02981657,9.800118159,0,0,0,0,0,0,9.800118159,6.185356056,0.01473189,0.002571013,6.200087946,1.164052966,0.234576795,0.601370239,830.9773874
Baogutu,arc,53.344,,,,,,,42.671,0.07,2.202,0.911,0.033,0.927157895,0.205585331,98.09825677,9.780290061,0,0,0,0,0,0,9.780290061,6.18204522,0.011979599,0.004238113,6.194024818,1.191620252,0.264226456,0.544153292,830.9773874
xuejiping,arc,54.368,0.098,0.024,,0.124,0.102,,41.604,0.225,2.184,0.96,0.228,0.92,0.217,98.78,9.973,0.033,0.006,0,0.018,0.015,0,10.044,6.031,0.039,0.029,6.069,1.182,0.279,0.539,942.3727714
xuejiping,arc,53.968,0.107,0.035,,0.046,0.051,,42.323,0.207,2.102,0.962,0.202,0.885,0.217,98.9,9.849,0.035,0.009,0,0.007,0.007,0,9.907,6.103,0.035,0.026,6.138,1.132,0.278,0.59,942.3727714
xuejiping,arc,54.492,0.133,0.04,,0.084,0.057,,42.915,0.187,2.026,0.986,0.197,0.853,0.223,100.04,9.833,0.043,0.01,0,0.012,0.008,0,9.906,6.119,0.031,0.025,6.151,1.079,0.281,0.64,942.3727714
xuejiping,arc,54.152,0.114,0.031,,0.007,0.058,,42.559,0.185,2.285,1.049,0.258,0.962,0.237,99.5,9.811,0.037,0.008,0,0.001,0.008,0,9.865,6.093,0.031,0.033,6.124,1.222,0.301,0.477,942.3727714
xuejiping,arc,53.889,0.128,0.06,,0.036,0,,42.629,0.241,2.373,1.079,0.228,0.999,0.243,99.42,9.756,0.042,0.015,0,0.005,0,0,9.818,6.098,0.041,0.029,6.139,1.268,0.309,0.423,942.3727714
xuejiping,arc,53.886,0.145,0.102,,0.028,0.05,,41.908,0.453,2.969,0.372,0.449,1.25,0.084,99.03,9.765,0.048,0.026,0,0.004,0.007,0,9.849,6.001,0.077,0.057,6.078,1.588,0.107,0.305,942.3727714
xuejiping,arc,54.173,0.229,0.028,,0.035,0.042,,41.717,0.326,2.207,0.924,0.672,0.929,0.209,99.22,9.857,0.075,0.007,0,0.005,0.006,0,9.95,5.998,0.055,0.086,6.053,1.185,0.266,0.549,942.3727714
xuejiping,arc,54.048,0.106,0.039,,0.051,0.078,,41.739,0.269,2.121,1.017,0.249,0.893,0.23,98.59,9.916,0.035,0.01,0,0.007,0.011,0,9.98,6.051,0.046,0.032,6.097,1.149,0.295,0.556,942.3727714
xuejiping,arc,54.084,0.125,0.024,,0.057,0.08,,42.466,0.384,2.915,0.449,0.526,1.227,0.101,99.78,9.717,0.041,0.006,0,0.008,0.011,0,9.783,6.029,0.064,0.066,6.094,1.546,0.128,0.327,942.3727714
xuejiping,arc,54.708,0.149,0.03,,0,0.03,,41.575,0.219,2.503,0.829,0.234,1.054,0.187,99.04,9.997,0.049,0.008,0,0,0.004,0,10.058,6.003,0.037,0.03,6.04,1.35,0.24,0.41,942.3727714
xuejiping,arc,54.375,0.11,0.047,,0.062,0.069,,42.338,0.219,2.711,0.679,0.228,1.141,0.153,99.54,9.838,0.036,0.012,0,0.009,0.01,0,9.904,6.053,0.037,0.029,6.09,1.448,0.194,0.358,942.3727714
xuejiping,arc,53.372,0.142,0.047,,0.046,0.039,,42.518,0.316,2.506,0.989,0.342,1.055,0.223,99.04,9.676,0.047,0.012,0,0.007,0.006,0,9.746,6.091,0.053,0.043,6.144,1.341,0.284,0.375,942.3727714
xuejiping,arc,53.708,0.121,0.051,,0.053,0.08,,42.013,0.351,2.291,1.019,0.552,0.965,0.23,99.04,9.766,0.04,0.013,0,0.008,0.011,0,9.837,6.036,0.06,0.07,6.096,1.23,0.293,0.477,942.3727714
xuejiping,arc,53.453,0.162,0.015,,0.064,0.089,,40.889,0.43,2.307,0.947,0.488,0.971,0.214,97.66,9.892,0.054,0.004,0,0.009,0.013,0,9.972,5.979,0.074,0.063,6.053,1.26,0.277,0.463,942.3727714
xuejiping,arc,53.861,0.098,0.02,,0.066,0.046,,42.309,0.311,2.718,0.791,0.249,1.144,0.179,99.15,9.766,0.032,0.005,0,0.009,0.007,0,9.82,6.062,0.053,0.032,6.115,1.455,0.227,0.318,942.3727714
xuejiping,arc,53.548,0.169,0.06,,0.026,0.018,,42.639,0.368,2.832,0.574,0.5,1.192,0.13,99.41,9.64,0.055,0.015,0,0.004,0.003,0,9.716,6.066,0.062,0.063,6.127,1.505,0.163,0.332,942.3727714
xuejiping,arc,54.756,0.122,0.016,,0.022,0.03,,42.445,0.195,2.357,0.885,0.194,0.992,0.2,99.83,9.905,0.04,0.004,0,0.003,0.004,0,9.956,6.067,0.033,0.025,6.1,1.258,0.253,0.488,942.3727714
xuejiping,arc,54.507,0.141,0.054,,0.046,0.048,,42.202,0.212,2.2,0.998,0.237,0.926,0.225,99.49,9.905,0.046,0.014,0,0.007,0.007,0,9.978,6.06,0.036,0.03,6.096,1.18,0.287,0.533,942.3727714
xuejiping,arc,54.259,0.142,0.013,,0.015,0.06,,42.341,0.209,2.105,1.02,0.233,0.886,0.23,99.28,9.872,0.047,0.003,0,0.002,0.009,0,9.933,6.087,0.035,0.03,6.123,1.13,0.294,0.576,942.3727714
xuejiping,arc,54.206,0.126,0.07,,0.02,0.075,,42.489,0.18,2.164,1.05,0.202,0.911,0.237,99.43,9.841,0.041,0.018,0,0.003,0.011,0,9.914,6.095,0.031,0.026,6.126,1.16,0.302,0.539,942.3727714
xuejiping,arc,54.2,0.113,0.049,,0.028,0.085,,41.658,0.209,2.331,0.964,0.228,0.981,0.218,98.67,9.936,0.037,0.012,0,0.004,0.012,0,10.002,6.035,0.036,0.029,6.07,1.261,0.28,0.459,942.3727714
xuejiping,arc,53.82,0.219,0.05,,0.015,0.007,,42.122,0.307,2.312,0.954,0.656,0.973,0.215,99.27,9.756,0.072,0.013,0,0.002,0.001,0,9.843,6.033,0.052,0.083,6.085,1.237,0.274,0.489,942.3727714
xuejiping,arc,54.207,0.12,0.069,,0.059,0.06,,41.16,0.239,2.399,1.043,0.355,1.01,0.235,98.47,9.969,0.04,0.018,0,0.009,0.009,0,10.044,5.982,0.041,0.046,6.023,1.302,0.303,0.394,942.3727714
xuejiping,arc,54.043,0.148,0.062,,0.032,0.099,,42.14,0.219,2.399,0.827,0.265,1.01,0.187,99.04,9.842,0.049,0.016,0,0.005,0.014,0,9.925,6.064,0.037,0.034,6.101,1.289,0.238,0.472,942.3727714
xuejiping,arc,54.413,0.082,0.024,,0.044,0.078,,41.63,0.209,2.402,0.93,0.213,1.011,0.21,98.8,9.965,0.027,0.006,0,0.006,0.011,0,10.016,6.024,0.036,0.027,6.06,1.298,0.269,0.432,942.3727714
xuejiping,arc,54.17,0.129,0.039,,0.018,0.091,,41.355,0.299,2.292,0.915,0.245,0.965,0.206,98.38,9.967,0.043,0.01,0,0.003,0.013,0,10.036,6.013,0.051,0.032,6.064,1.245,0.266,0.489,942.3727714
xuejiping,arc,53.932,0.113,0.076,,0.087,0.046,,41.447,0.307,2.302,0.827,0.352,0.969,0.187,98.33,9.911,0.038,0.019,0,0.013,0.007,0,9.987,6.018,0.053,0.045,6.071,1.249,0.24,0.511,942.3727714
xuejiping,arc,54.56,0.1,0.029,,0.03,0.034,,42.507,0.185,2.204,1.057,0.25,0.928,0.239,99.79,9.874,0.033,0.007,0,0.004,0.005,0,9.923,6.078,0.031,0.032,6.11,1.177,0.303,0.52,942.3727714
Chundu,arc,53.829,0.207,0.019,,0.009,0.071,,42.238,0.295,2.128,1.578,0.261,0.896,0.356,99.38,9.785,0.068,0.005,0,0.001,0.01,0,9.869,6.067,0.05,0.033,6.117,1.142,0.454,0.405,938.0233036
Chundu,arc,54.055,0.32,0,,0.057,0.044,,41.031,0.547,2.173,1.345,0.794,0.915,0.304,99.15,9.867,0.106,0,0,0.008,0.006,0,9.987,5.918,0.093,0.102,6.011,1.171,0.388,0.441,938.0233036
Chundu,arc,54.067,0.201,0.011,,0.015,0.004,,41.958,0.424,2.763,0.602,0.375,1.163,0.136,99.12,9.81,0.066,0.003,0,0.002,0.001,0,9.881,6.016,0.072,0.048,6.087,1.48,0.173,0.348,938.0233036
Chundu,arc,54.259,0.223,0.011,,0,0,,40.733,0.35,2.815,0.59,0.43,1.185,0.133,98.09,9.997,0.074,0.003,0,0,0,0,10.074,5.93,0.06,0.055,5.99,1.531,0.172,0.297,938.0233036
Chundu,arc,53.678,0.29,0.027,,0.036,0.024,,40.377,0.356,2.72,0.976,0.644,1.145,0.22,97.76,9.927,0.097,0.007,0,0.005,0.003,0,10.039,5.9,0.061,0.083,5.962,1.485,0.286,0.23,938.0233036
Chundu,arc,53.609,0.214,0.042,,0.035,0.046,,41.57,0.405,2.549,0.87,0.297,1.073,0.196,98.37,9.824,0.071,0.011,0,0.005,0.007,0,9.918,6.02,0.069,0.038,6.089,1.379,0.252,0.369,938.0233036
Chundu,arc,54.255,0.144,0.003,,0.053,0.02,,41.896,0.436,2.668,0.823,0.224,1.123,0.186,99.21,9.859,0.047,0.001,0,0.008,0.003,0,9.917,6.016,0.074,0.029,6.09,1.431,0.237,0.332,938.0233036
Chundu,arc,53.63,0.269,0.037,,0.035,0.043,,42.288,0.262,2.394,1.2,0.525,1.008,0.271,99.4,9.71,0.088,0.009,0,0.005,0.006,0,9.819,6.05,0.044,0.067,6.094,1.279,0.344,0.377,938.0233036
Chundu,arc,53.19,0.257,0.03,,0.063,0.036,,41.887,0.395,2.365,1.25,0.413,0.996,0.282,98.61,9.713,0.085,0.008,0,0.009,0.005,0,9.82,6.044,0.067,0.053,6.112,1.275,0.361,0.364,938.0233036
Chundu,arc,54.626,0.205,0.021,,0.029,0.037,,41.595,0.383,2.653,0.832,0.333,1.117,0.188,99.41,9.928,0.067,0.005,0,0.004,0.005,0,10.011,5.974,0.065,0.042,6.039,1.423,0.239,0.338,938.0233036
Chundu,arc,54.302,0.133,0.017,,0.011,0.028,,41.851,0.394,2.592,0.687,0.225,1.091,0.155,98.99,9.892,0.044,0.004,0,0.002,0.004,0,9.946,6.024,0.067,0.029,6.091,1.394,0.198,0.408,938.0233036
Chundu,arc,54.256,0.12,0.013,,0.041,0,,42.07,0.422,2.887,0.616,0.191,1.216,0.139,99.26,9.833,0.039,0.003,0,0.006,0,0,9.882,6.025,0.071,0.024,6.096,1.544,0.177,0.279,938.0233036
Chundu,arc,54.22,0.13,0.025,,0.013,0.037,,41.953,0.29,2.619,0.871,0.148,1.103,0.197,99.01,9.879,0.043,0.006,0,0.002,0.005,0,9.936,6.04,0.049,0.019,6.09,1.408,0.251,0.34,938.0233036
Chundu,arc,54.117,0.169,0.03,,0.007,0.087,,42.354,0.401,2.733,0.855,0.31,1.151,0.193,99.72,9.76,0.055,0.008,0,0.001,0.012,0,9.836,6.036,0.068,0.039,6.103,1.455,0.244,0.301,938.0233036
Chundu,arc,54.249,0.159,0.023,,0.002,0.03,,41.598,0.389,2.783,0.852,0.257,1.172,0.192,98.98,9.886,0.052,0.006,0,0,0.004,0,9.949,5.99,0.066,0.033,6.056,1.497,0.246,0.257,938.0233036
Chundu,arc,54.548,0.267,0,,0.007,0.039,,40.783,0.438,2.659,0.694,0.691,1.12,0.157,98.85,9.978,0.088,0,0,0.001,0.006,0,10.073,5.895,0.075,0.089,5.97,1.436,0.201,0.364,938.0233036
Chundu,arc,54.519,0.123,0,,0.03,0,,41.119,0.49,2.737,0.668,0.378,1.152,0.151,98.76,9.971,0.041,0,0,0.004,0,0,10.016,5.943,0.084,0.048,6.026,1.477,0.193,0.329,938.0233036
Chundu,arc,53.559,0.185,0.027,,0.03,0.08,,41.354,0.442,2.398,1.103,0.392,1.01,0.249,98.31,9.834,0.061,0.007,0,0.004,0.011,0,9.918,6,0.076,0.05,6.076,1.3,0.32,0.38,938.0233036
