Location,Sample,CaO,Na2O,MgO,Ce2O3,MnO,FeO,SrO,P2O5,SiO2,F,Cl,SO3,O=F,O=Cl,Total (anhydrous),Ca apfu,Na apfu,Mg apfu,Ce apfu,Mn apfu,Fe apfu,Sr apfu,Sum,P apfu,Si apfu,S apfu,Sum,F apfu,Cl apfu,est OH apfu,T
Red Chris,arc,54.2705,,,,0.122488,0.096716,,40.222,1.14762,2.35927,1.26902,0.411414,0.993,0.286,98.62,9.979,0,0,0,0.018,0.014,0,10.011,5.844,0.197,0.053,6.041,1.28,0.369,0.35,867.2050473
Red Chris,arc,54.1836,,,,0.129421,0.070841,,40.587,1.04085,2.26835,1.27258,0.221708,0.955,0.287,98.53,9.971,0,0,0,0.019,0.01,0,10,5.902,0.179,0.029,6.081,1.232,0.37,0.397,867.2050473
Red Chris,arc,54.9514,,,,0.076747,0.207757,,41.2855,0.340955,2.44367,1.36183,0.405204,1.029,0.307,99.74,9.998,0,0,0,0.011,0.03,0,10.038,5.936,0.058,0.052,5.993,1.312,0.392,0.296,867.2050473
Red Chris,arc,54.8146,,,,0.083776,0.140616,,41.0108,0.316259,2.46375,1.37213,0.33435,1.037,0.31,99.19,10.035,0,0,0,0.012,0.02,0,10.067,5.933,0.054,0.043,5.987,1.331,0.397,0.271,867.2050473
Red Chris,arc,54.8798,,,,0.082469,0.123686,,41.0974,0.329853,2.56573,1.36388,0.399574,1.08,0.308,99.45,10.01,0,0,0,0.012,0.018,0,10.039,5.923,0.056,0.051,5.979,1.381,0.394,0.225,867.2050473
Red Chris,arc,54.8312,,,,0.107373,0.097475,,40.9235,0.457054,2.31665,1.33329,0.462555,0.975,0.301,99.25,10.03,0,0,0,0.016,0.014,0,10.059,5.915,0.078,0.059,5.993,1.251,0.386,0.363,867.2050473
Red Chris,arc,55.1243,,,,0.070071,0.10866,,41.3229,0.380563,2.61805,1.40095,0.392253,1.102,0.316,100,9.994,0,0,0,0.01,0.015,0,10.02,5.92,0.064,0.05,5.985,1.401,0.402,0.197,867.2050473
Red Chris,arc,55.1665,,,,0.082084,0.159506,,41.4848,0.273613,2.72768,1.29863,0.239704,1.148,0.293,99.99,10.004,0,0,0,0.012,0.023,0,10.038,5.945,0.046,0.03,5.991,1.46,0.373,0.167,867.2050473
Red Chris,arc,54.8468,,,,0.126667,0.115389,,41.2875,0.195269,2.43415,1.32112,0.268432,1.025,0.298,99.27,10.031,0,0,0,0.018,0.016,0,10.065,5.967,0.033,0.034,6,1.314,0.382,0.304,867.2050473
Red Chris,arc,54.348,,,,0.106408,0.11704,,41.1066,0.602072,2.51984,1.27117,0.212942,1.061,0.287,98.94,9.949,0,0,0,0.015,0.017,0,9.981,5.946,0.103,0.027,6.049,1.362,0.368,0.27,867.2050473
Red Chris,arc,54.8537,,,,0.122503,0.067442,,41.0504,0.1511,2.63143,1.23746,0.167895,1.108,0.279,98.89,10.072,0,0,0,0.018,0.01,0,10.1,5.956,0.026,0.022,5.982,1.426,0.359,0.214,867.2050473
Red Chris,arc,54.9017,,,,0.172435,0.113435,,41.5439,0.147498,1.97297,1.74503,0.195745,0.831,0.394,99.57,10.04,0,0,0,0.025,0.016,0,10.081,6.003,0.025,0.025,6.029,1.065,0.505,0.43,867.2050473
Red Chris,arc,55.0216,,,,0.170382,0.082533,,41.219,0.10375,1.9451,1.78544,0.210181,0.819,0.403,99.32,10.105,0,0,0,0.025,0.012,0,10.142,5.982,0.018,0.027,6,1.054,0.519,0.427,867.2050473
Red Chris,arc,54.8302,,,,0.185246,0.097741,,41.3773,0.097625,1.93618,1.72362,0.218129,0.815,0.389,99.26,10.064,0,0,0,0.027,0.014,0,10.105,6.001,0.017,0.028,6.018,1.049,0.5,0.451,867.2050473
Red Chris,arc,55.1091,,,,0.178797,0.08832,,41.5039,0.090774,1.95254,1.79498,0.228846,0.822,0.405,99.72,10.072,0,0,0,0.026,0.013,0,10.11,5.994,0.015,0.029,6.009,1.053,0.519,0.428,867.2050473
Red Chris,arc,54.8118,,,,0.180948,0.108257,,41.601,0.116065,1.86383,1.79399,0.275803,0.785,0.405,99.56,10.023,0,0,0,0.026,0.015,0,10.064,6.011,0.02,0.035,6.031,1.006,0.519,0.475,867.2050473
Red Chris,arc,54.7946,,,,0.172051,0.119177,,41.1998,0.173378,2.00667,1.80382,0.327207,0.845,0.407,99.34,10.046,0,0,0,0.025,0.017,0,10.088,5.969,0.03,0.042,5.998,1.086,0.523,0.391,867.2050473
Red Chris,arc,54.6306,,,,0.093902,0.10115,,41.6298,0.169726,2.34196,1.37429,0.110339,0.986,0.31,99.16,9.995,0,0,0,0.014,0.014,0,10.023,6.018,0.029,0.014,6.047,1.265,0.398,0.338,867.2050473
Red Chris,arc,54.2072,,,,0.195268,0.439405,,40.3025,0.071126,2.52307,0.712322,0.193055,1.062,0.161,97.42,10.129,0,0,0,0.029,0.064,0,10.222,5.951,0.012,0.025,5.963,1.392,0.211,0.398,867.2050473
Red Chris,arc,54.03,,,,0.20219,0.317519,,40.6439,0.080281,2.34074,0.706794,0.24982,0.986,0.16,97.43,10.076,0,0,0,0.03,0.046,0,10.152,5.989,0.014,0.033,6.003,1.288,0.209,0.503,867.2050473
Red Chris,arc,54.1038,,,,0.209493,0.298554,,40.5586,0.155866,2.37309,0.713595,0.366913,0.999,0.161,97.62,10.066,0,0,0,0.031,0.043,0,10.14,5.962,0.027,0.048,5.99,1.303,0.21,0.487,867.2050473
Red Chris,arc,54.1102,,,,0.21181,0.376597,,41.0518,0.16388,2.57044,0.686305,0.245564,1.082,0.155,98.18,9.99,0,0,0,0.031,0.054,0,10.075,5.989,0.028,0.032,6.017,1.401,0.2,0.399,867.2050473
Red Chris,arc,54.1531,,,,0.209327,0.426856,,40.8304,0.112621,2.43876,0.728276,0.230689,1.027,0.164,97.94,10.044,0,0,0,0.031,0.062,0,10.136,5.984,0.019,0.03,6.004,1.335,0.214,0.451,867.2050473
Red Chris,arc,53.7227,,,,0.184334,0.696047,,40.9284,0.126872,2.64667,0.768056,0.181631,1.114,0.173,97.97,9.949,0,0,0,0.027,0.101,0,10.076,5.989,0.022,0.024,6.011,1.447,0.225,0.328,867.2050473
Red Chris,arc,54.5661,,,,0.203252,0.32564,,40.63,0.076556,2.53876,0.830244,0.220561,1.069,0.187,98.13,10.115,0,0,0,0.03,0.047,0,10.192,5.952,0.013,0.029,5.965,1.389,0.243,0.367,867.2050473
Red Chris,arc,53.9002,,,,0.210963,0.245838,,40.0658,0.349544,2.2503,0.901068,0.799768,0.947,0.203,97.57,10.026,0,0,0,0.031,0.036,0,10.093,5.889,0.061,0.104,5.95,1.235,0.265,0.499,867.2050473
Red Chris,arc,53.9283,,,,0.195884,0.203922,,40.5114,0.180658,2.29836,0.870511,0.481728,0.968,0.196,97.51,10.037,0,0,0,0.029,0.03,0,10.095,5.958,0.031,0.063,5.989,1.263,0.256,0.481,867.2050473
Red Chris,arc,54.5276,,,,0.199944,0.308717,,40.5522,0.204989,2.33042,0.796091,0.370226,0.981,0.18,98.13,10.107,0,0,0,0.029,0.045,0,10.181,5.94,0.035,0.048,5.975,1.275,0.233,0.492,867.2050473
Red Chris,arc,54.0088,,,,0.204713,1.13103,,40.9012,0.297579,3.07743,0.739094,0.525025,1.296,0.167,99.42,9.845,0,0,0,0.029,0.161,0,10.035,5.891,0.051,0.067,5.942,1.656,0.213,0.131,867.2050473
Red Chris,arc,54.3018,,,,0.217056,0.622372,,40.862,0.151292,1.93986,0.941618,0.263927,0.817,0.212,98.27,10.076,0,0,0,0.032,0.09,0,10.198,5.991,0.026,0.034,6.017,1.062,0.276,0.661,867.2050473
Red Chris,arc,54.7805,,,,0.212237,0.391279,,41.6732,0.146748,2.10184,0.948168,0.241245,0.885,0.214,99.4,10.015,0,0,0,0.031,0.056,0,10.102,6.02,0.025,0.031,6.046,1.134,0.274,0.592,867.2050473
Red Chris,arc,55.0864,,,,0.20128,0.369867,,41.4323,0.091576,1.93206,0.976904,0.182551,0.813,0.22,99.24,10.117,0,0,0,0.029,0.053,0,10.2,6.013,0.016,0.023,6.029,1.047,0.284,0.669,867.2050473
Red Chris,arc,55.2441,,,,0.215638,0.373413,,41.1997,0.128889,1.98703,0.936094,0.225912,0.837,0.211,99.26,10.152,0,0,0,0.031,0.054,0,10.237,5.983,0.022,0.029,6.005,1.078,0.272,0.65,867.2050473
Red Chris,arc,55.0692,,,,0.219789,0.250805,,41.6399,0.073268,1.99824,1.74154,0.206296,0.841,0.393,99.96,10.041,0,0,0,0.032,0.036,0,10.108,5.999,0.012,0.026,6.012,1.075,0.502,0.422,867.2050473
Red Chris,arc,55.1776,,,,0.193637,0.205886,,41.5547,0.026326,2.0912,1.7263,0.140351,0.881,0.39,99.85,10.076,0,0,0,0.028,0.029,0,10.133,5.996,0.004,0.018,6.001,1.127,0.499,0.374,867.2050473
Red Chris,arc,55.1517,,,,0.166862,0.173509,,41.3445,0.033313,1.99896,1.76361,0.141669,0.842,0.398,99.53,10.112,0,0,0,0.024,0.025,0,10.162,5.99,0.006,0.018,5.996,1.082,0.512,0.407,867.2050473
Red Chris,arc,55.1219,,,,0.184466,0.169789,,41.9721,0.063988,2.04089,1.75024,0.129124,0.859,0.395,100.18,10.015,0,0,0,0.026,0.024,0,10.066,6.026,0.011,0.016,6.037,1.094,0.503,0.402,867.2050473
Red Chris,arc,55.1939,,,,0.180797,0.198587,,41.6566,0.077981,1.99529,1.73971,0.14026,0.84,0.393,99.95,10.067,0,0,0,0.026,0.028,0,10.122,6.004,0.013,0.018,6.017,1.074,0.502,0.424,867.2050473
Red Chris,arc,54.885,,,,0.213528,0.238461,,41.6308,0.125963,1.97202,1.76557,0.194407,0.83,0.398,99.8,10.019,0,0,0,0.031,0.034,0,10.084,6.005,0.021,0.025,6.027,1.063,0.51,0.428,867.2050473
Red Chris,arc,54.8037,,,,0.183436,0.242493,,41.7487,0.042636,1.97221,1.75458,0.204591,0.83,0.396,99.73,10.005,0,0,0,0.026,0.035,0,10.066,6.023,0.007,0.026,6.03,1.063,0.507,0.431,867.2050473
Red Chris,arc,54.7986,,,,0.168124,0.187403,,41.3392,0.082432,2.0614,1.78957,0.277631,0.868,0.404,99.43,10.038,0,0,0,0.024,0.027,0,10.089,5.984,0.014,0.036,5.998,1.115,0.519,0.367,867.2050473
Red Chris,arc,54.7725,,,,0.168037,0.20009,,41.8592,0.041834,2.08201,1.68903,0.136402,0.877,0.381,99.69,9.992,0,0,0,0.024,0.028,0,10.044,6.034,0.007,0.017,6.041,1.121,0.487,0.392,867.2050473
Red Chris,arc,54.2067,,,,0.204128,0.239243,,41.3571,0.06985,2.13291,1.86878,0.165261,0.898,0.422,98.92,9.97,0,0,0,0.03,0.034,0,10.034,6.011,0.012,0.021,6.023,1.158,0.544,0.298,867.2050473
Red Chris,arc,54.4246,,,,0.240323,0.359164,,41.5045,0.094401,2.05289,2.01594,0.276016,0.864,0.455,99.65,9.946,0,0,0,0.035,0.051,0,10.032,5.994,0.016,0.035,6.01,1.107,0.583,0.31,867.2050473
Red Chris,arc,54.4793,,,,0.204735,0.407725,,42.0765,0.031455,2.65245,0.998137,0.17965,1.117,0.225,99.69,9.89,0,0,0,0.029,0.058,0,9.977,6.036,0.005,0.023,6.041,1.421,0.287,0.292,867.2050473
Red Chris,arc,53.976,,,,0.253694,0.349437,,41.1757,0.16267,2.24419,1.83677,0.178284,0.945,0.415,98.82,9.937,0,0,0,0.037,0.05,0,10.024,5.99,0.028,0.023,6.018,1.219,0.535,0.246,867.2050473
Red Chris,arc,54.1584,,,,0.211654,0.300014,,41.266,0.160674,2.23707,1.77094,0.401992,0.942,0.4,99.17,9.921,0,0,0,0.031,0.043,0,9.995,5.974,0.027,0.052,6.001,1.21,0.513,0.277,867.2050473
Red Chris,arc,54.2151,,,,0.213147,0.450139,,41.5598,0.166846,2.30955,1.79807,0.264177,0.972,0.406,99.6,9.89,0,0,0,0.031,0.064,0,9.984,5.991,0.028,0.034,6.019,1.243,0.519,0.238,867.2050473
Red Chris,arc,54.7176,,,,0.187912,0.256816,,41.6073,0.063199,2.03199,1.84463,0.15945,0.856,0.416,99.6,10.007,0,0,0,0.027,0.037,0,10.07,6.013,0.011,0.02,6.023,1.097,0.534,0.37,867.2050473
Red Chris,arc,54.7672,,,,0.184407,0.326648,,41.7598,0.056619,2.19973,1.84988,0.069145,0.926,0.417,99.87,9.984,0,0,0,0.027,0.046,0,10.057,6.015,0.01,0.009,6.025,1.184,0.533,0.283,867.2050473
Red Chris,arc,53.6136,,,,0.241075,0.949963,,40.6972,0.852812,2.22888,1.66133,0.133015,0.938,0.375,99.06,9.857,0,0,0,0.035,0.136,0,10.028,5.912,0.146,0.017,6.059,1.21,0.483,0.307,867.2050473
Red Chris,arc,55.0149,,,,0.240286,0.526619,,41.4168,0.12031,2.21721,1.78483,0.204614,0.934,0.403,100.19,10.019,0,0,0,0.035,0.075,0,10.128,5.96,0.02,0.026,5.98,1.192,0.514,0.294,867.2050473
Red Chris,arc,54.6023,,,,0.259386,0.718695,,40.7624,0.433851,2.19975,1.76531,0.489574,0.926,0.398,99.91,9.971,0,0,0,0.037,0.102,0,10.111,5.882,0.074,0.063,5.956,1.186,0.51,0.304,867.2050473
Red Chris,arc,54.6285,,,,0.21715,0.203243,,41.2345,0.03288,2.06537,1.82704,0.173292,0.87,0.412,99.1,10.049,0,0,0,0.032,0.029,0,10.11,5.994,0.006,0.022,6,1.121,0.532,0.347,867.2050473
Red Chris,arc,54.7611,,,,0.216055,0.15843,,41.0226,0.117552,2.2274,1.78674,0.38982,0.938,0.403,99.34,10.038,0,0,0,0.031,0.023,0,10.092,5.942,0.02,0.05,5.962,1.205,0.518,0.277,867.2050473
Red Chris,arc,54.6831,,,,0.206207,0.121167,,41.3066,0.097628,2.1589,1.84873,0.424067,0.909,0.417,99.52,9.994,0,0,0,0.03,0.017,0,10.041,5.965,0.017,0.054,5.982,1.165,0.534,0.301,867.2050473
Red Chris,arc,54.7422,,,,0.192813,0.104728,,41.4918,0.158642,2.0733,1.89152,0.445523,0.873,0.427,99.8,9.972,0,0,0,0.028,0.015,0,10.015,5.972,0.027,0.057,5.999,1.115,0.545,0.34,867.2050473
Red Chris,arc,54.8784,,,,0.212916,0.133809,,41.1286,0.115939,2.22872,1.7633,0.418391,0.938,0.398,99.54,10.035,0,0,0,0.031,0.019,0,10.085,5.943,0.02,0.054,5.963,1.203,0.51,0.287,867.2050473
Red Chris,arc,55.0821,,,,0.207946,0.121342,,41.5212,0.069037,2.11128,1.81479,0.231028,0.889,0.41,99.86,10.048,0,0,0,0.03,0.017,0,10.095,5.985,0.012,0.03,5.997,1.137,0.524,0.34,867.2050473
Red Chris,arc,55.1437,,,,0.215872,0.175395,,41.7936,0.040609,2.09482,1.76483,0.158925,0.882,0.398,100.11,10.032,0,0,0,0.031,0.025,0,10.088,6.008,0.007,0.02,6.015,1.125,0.508,0.367,867.2050473
Red Chris,arc,55.3539,,,,0.176712,0.149237,,41.6778,0,2.44358,1.30566,0.158925,1.029,0.295,99.94,10.07,0,0,0,0.025,0.021,0,10.117,5.991,0,0.02,5.991,1.312,0.376,0.312,867.2050473
Red Chris,arc,54.3354,,,,0.19817,0.260175,,40.4972,0.829854,2.10803,1.69344,0.293502,0.888,0.382,98.95,9.997,0,0,0,0.029,0.037,0,10.063,5.888,0.143,0.038,6.03,1.145,0.493,0.362,867.2050473
Red Chris,arc,54.865,,,,0.234608,0.170654,,41.444,0.143479,2.09938,1.77008,0.515943,0.884,0.399,99.96,9.982,0,0,0,0.034,0.024,0,10.04,5.958,0.024,0.066,5.983,1.127,0.509,0.363,867.2050473
Red Chris,arc,53.7992,,,,0.191621,1.1716,,41.0639,0.609592,2.17904,1.71582,0.176084,0.917,0.387,99.6,9.846,0,0,0,0.028,0.167,0,10.041,5.938,0.104,0.023,6.043,1.177,0.497,0.326,867.2050473
Red Chris,arc,54.9115,,,,0.206066,0.311214,,41.6745,0.091121,2.23806,1.33496,0.215201,0.942,0.301,99.74,10.01,0,0,0,0.03,0.044,0,10.084,6.003,0.016,0.027,6.019,1.204,0.385,0.411,867.2050473
Red Chris,arc,55.0229,,,,0.204208,0.185799,,41.7743,0.061104,2.24978,1.29028,0.19526,0.947,0.291,99.75,10.024,0,0,0,0.029,0.026,0,10.08,6.014,0.01,0.025,6.024,1.21,0.372,0.418,867.2050473
Red Chris,arc,54.8615,,,,0.204271,0.206657,,41.5506,,2.38401,1.33669,0.177941,1.004,0.302,99.42,10.03,0,0,0,0.03,0.029,0,10.089,6.003,0,0.023,6.003,1.286,0.387,0.327,867.2050473
Red Chris,arc,54.7915,,,,0.193374,0.279236,,41.4981,0.123261,2.29558,1.39214,0.202271,0.967,0.314,99.49,10.012,0,0,0,0.028,0.04,0,10.08,5.992,0.021,0.026,6.013,1.238,0.402,0.359,867.2050473
Red Chris,arc,54.728,,,,0.194424,0.203656,,41.5391,0.105906,2.36594,1.3545,0.173864,0.996,0.306,99.36,10.005,0,0,0,0.028,0.029,0,10.062,6,0.018,0.022,6.019,1.277,0.392,0.332,867.2050473
Red Chris,arc,54.6718,,,,0.188212,0.304194,,41.626,0.106102,2.2841,1.34409,0.185316,0.962,0.303,99.44,9.988,0,0,0,0.027,0.043,0,10.059,6.009,0.018,0.024,6.028,1.232,0.388,0.38,867.2050473
Red Chris,arc,54.7773,,,,0.191127,0.408656,,41.4734,0.130485,2.57457,1.27026,0.209306,1.084,0.287,99.66,9.983,0,0,0,0.028,0.058,0,10.069,5.973,0.022,0.027,5.995,1.385,0.366,0.249,867.2050473
Red Chris,arc,54.3009,,,,0.267371,0.561904,,40.8732,0.393081,2.432,1.13081,0.764736,1.024,0.255,99.44,9.906,0,0,0,0.039,0.08,0,10.025,5.892,0.067,0.098,5.959,1.31,0.326,0.364,867.2050473
Red Chris,arc,54.6748,,,,0.200394,0.359574,,41.6369,0.041885,2.30474,1.51021,0.147346,0.97,0.341,99.56,9.986,0,0,0,0.029,0.051,0,10.066,6.009,0.007,0.019,6.016,1.242,0.436,0.321,867.2050473
Red Chris,arc,54.7516,,,,0.201375,0.395595,,41.4843,0.13171,2.15989,1.5768,0.303328,0.909,0.356,99.74,9.991,0,0,0,0.029,0.056,0,10.076,5.981,0.022,0.039,6.004,1.163,0.455,0.382,867.2050473
Red Chris,arc,54.98,,,,0.214105,0.375846,,41.2278,0.147848,2.50499,1.10142,0.435181,1.055,0.249,99.68,10.021,0,0,0,0.031,0.053,0,10.105,5.938,0.025,0.056,5.963,1.348,0.318,0.335,867.2050473
Red Chris,arc,55.1962,,,,0.20135,0.341694,,41.6382,0.107252,2.44897,1.03632,0.331656,1.031,0.234,100.04,10.021,0,0,0,0.029,0.048,0,10.098,5.974,0.018,0.042,5.992,1.312,0.298,0.39,867.2050473
Red Chris,arc,54.9545,,,,0.229487,0.651983,,41.1149,0.260073,2.39088,1.11296,0.626887,1.007,0.251,100.08,9.986,0,0,0,0.033,0.092,0,10.112,5.904,0.044,0.08,5.948,1.282,0.32,0.398,867.2050473
Red Chris,arc,54.7979,,,,0.199607,0.658266,,41.3983,0.310231,2.48252,1.13138,0.227015,1.045,0.255,99.9,9.973,0,0,0,0.029,0.094,0,10.095,5.953,0.053,0.029,6.006,1.333,0.326,0.341,867.2050473
Red Chris,arc,55.0059,,,,0.253081,0.562399,,41.148,0.161605,2.50651,1.10634,0.30656,1.055,0.25,99.75,10.04,0,0,0,0.037,0.08,0,10.156,5.935,0.028,0.039,5.962,1.35,0.319,0.33,867.2050473
Red Chris,arc,54.3753,,,,0.233628,0.564552,,40.0291,0.531635,1.96688,1.88748,0.97868,0.828,0.426,99.31,9.99,0,0,0,0.034,0.081,0,10.105,5.811,0.091,0.126,5.902,1.067,0.549,0.385,867.2050473
Red Chris,arc,54.7868,,,,0.052284,0.29372,,40.6319,0.374719,3.10865,0.388226,1.20249,1.309,0.088,99.44,9.93,0,0,0,0.007,0.042,0,9.979,5.819,0.063,0.153,5.883,1.663,0.111,0.226,867.2050473
Red Chris,arc,54.7816,,,,0.194075,0.155323,,41.0664,0.166006,2.17647,1.28347,0.31862,0.916,0.29,98.94,10.074,0,0,0,0.028,0.022,0,10.124,5.967,0.028,0.041,5.996,1.181,0.373,0.445,867.2050473
Red Chris,arc,54.8209,,,,0.19982,0.231184,,41.1704,0.262919,2.32369,1.33831,0.578662,0.978,0.302,99.65,9.989,0,0,0,0.029,0.033,0,10.051,5.928,0.045,0.074,5.973,1.25,0.386,0.364,867.2050473
Red Chris,arc,55.1587,,,,0.191776,0.238797,,41.4595,0.07997,2.16042,1.46095,0.235214,0.91,0.33,99.75,10.072,0,0,0,0.028,0.034,0,10.134,5.982,0.014,0.03,5.996,1.164,0.422,0.414,867.2050473
Red Chris,arc,55.3431,,,,0.184761,0.19337,,41.4107,0.070611,2.20525,1.42787,0.242864,0.929,0.322,99.83,10.1,0,0,0,0.027,0.028,0,10.154,5.972,0.012,0.031,5.984,1.188,0.412,0.4,867.2050473
Red Chris,arc,55.0856,,,,0.191443,0.181842,,41.6007,0.032549,2.17011,1.39652,0.230959,0.914,0.315,99.66,10.057,0,0,0,0.028,0.026,0,10.11,6.001,0.006,0.03,6.007,1.169,0.403,0.427,867.2050473
Red Chris,arc,55.2286,,,,0.206572,0.19078,,41.276,0.053097,2.24126,1.43237,0.264607,0.944,0.323,99.63,10.1,0,0,0,0.03,0.027,0,10.157,5.965,0.009,0.034,5.974,1.21,0.414,0.376,867.2050473
Red Chris,arc,55.2748,,,,0.21258,0.200328,,41.5318,0.069435,2.24331,1.42825,0.143828,0.945,0.322,99.84,10.084,0,0,0,0.031,0.029,0,10.143,5.987,0.012,0.018,5.999,1.208,0.412,0.38,867.2050473
Red Chris,arc,55.0736,,,,0.177079,0.221812,,41.258,0.068434,2.2377,1.44385,0.381742,0.942,0.326,99.59,10.065,0,0,0,0.026,0.032,0,10.122,5.958,0.012,0.049,5.97,1.207,0.417,0.376,867.2050473
Red Chris,arc,54.8033,,,,0.220733,0.225055,,41.3452,0.107039,2.67058,1.34272,0.203008,1.124,0.303,99.49,10.002,0,0,0,0.032,0.032,0,10.066,5.963,0.018,0.026,5.981,1.439,0.388,0.174,867.2050473
Red Chris,arc,54.6544,,,,0.226609,0.311956,,41.2853,0.089012,2.50394,1.37032,0.212276,1.054,0.309,99.29,10.005,0,0,0,0.033,0.045,0,10.083,5.972,0.015,0.027,5.987,1.353,0.397,0.25,867.2050473
Red Chris,arc,54.7062,,,,0.217855,0.460065,,41.3829,0.150303,2.38962,1.37863,0.256059,1.006,0.311,99.62,9.987,0,0,0,0.031,0.066,0,10.084,5.97,0.026,0.033,5.995,1.288,0.398,0.314,867.2050473
Red Chris,arc,55.3612,,,,0.1905,0.180606,,41.4893,0.045385,2.63411,1.17751,0.192943,1.109,0.266,99.9,10.071,0,0,0,0.027,0.026,0,10.124,5.964,0.008,0.025,5.972,1.414,0.339,0.247,867.2050473
Red Chris,arc,55.2567,,,,0.225114,0.11153,,41.6211,0.14027,2.46265,1.30273,0.232403,1.037,0.294,100.02,10.036,0,0,0,0.032,0.016,0,10.084,5.973,0.024,0.03,5.997,1.32,0.374,0.306,867.2050473
Red Chris,arc,55.1946,,,,0.263191,0.0975,,41.3603,0.183986,2.33862,1.32618,0.344509,0.985,0.299,99.82,10.053,0,0,0,0.038,0.014,0,10.104,5.953,0.031,0.044,5.984,1.257,0.382,0.361,867.2050473
Red Chris,arc,55.5373,,,,0.226144,0.076368,,41.5587,0.111801,2.26082,1.33449,0.285271,0.952,0.301,100.14,10.092,0,0,0,0.032,0.011,0,10.136,5.968,0.019,0.036,5.987,1.213,0.384,0.404,867.2050473
Red Chris,arc,55.6081,,,,0.211242,0.090628,,41.3382,0.109969,2.35528,1.3187,0.295792,0.992,0.298,100.04,10.121,0,0,0,0.03,0.013,0,10.164,5.945,0.019,0.038,5.964,1.265,0.38,0.355,867.2050473
Red Chris,arc,55.4608,,,,0.250291,0.077882,,41.3027,0.171858,2.3073,1.34149,0.37927,0.971,0.303,100.02,10.091,0,0,0,0.036,0.011,0,10.138,5.938,0.029,0.048,5.968,1.239,0.386,0.375,867.2050473
Red Chris,arc,55.6216,,,,0.243032,0.079735,,41.3979,0.180953,2.23737,1.37383,0.337024,0.942,0.31,100.22,10.107,0,0,0,0.035,0.011,0,10.153,5.944,0.031,0.043,5.975,1.2,0.395,0.405,867.2050473
Red Chris,arc,55.6119,,,,0.258546,0.07454,,41.4193,0.15074,2.40184,1.3086,0.276503,1.011,0.295,100.2,10.101,0,0,0,0.037,0.011,0,10.149,5.945,0.026,0.035,5.971,1.288,0.376,0.336,867.2050473
Red Chris,arc,55.306,,,,0.206325,0.20555,,40.6252,0.284294,2.17105,1.5016,0.789905,0.914,0.339,99.84,10.093,0,0,0,0.03,0.029,0,10.152,5.859,0.048,0.101,5.907,1.169,0.434,0.397,867.2050473
Red Chris,arc,55.5806,,,,0.172006,0.323396,,41.8153,0.164989,2.53711,1.09122,0.291992,1.068,0.246,100.66,10.028,0,0,0,0.025,0.046,0,10.098,5.962,0.028,0.037,5.989,1.351,0.311,0.337,867.2050473
Red Chris,arc,55.2526,,,,0.200836,0.178733,,41.3542,0.099815,2.28682,1.55397,0.193493,0.963,0.351,99.81,10.085,0,0,0,0.029,0.025,0,10.14,5.965,0.017,0.025,5.982,1.232,0.449,0.319,867.2050473
Red Chris,arc,55.2569,,,,0.203304,0.126635,,41.6918,0.058833,2.27103,1.50938,0.152884,0.956,0.341,99.97,10.057,0,0,0,0.029,0.018,0,10.104,5.996,0.01,0.019,6.006,1.22,0.435,0.345,867.2050473
Red Chris,arc,54.8167,,,,0.215237,0.140533,,41.4688,0.073597,2.20769,1.60875,0.195913,0.93,0.363,99.43,10.03,0,0,0,0.031,0.02,0,10.081,5.996,0.013,0.025,6.008,1.192,0.466,0.342,867.2050473
Red Chris,arc,54.6854,,,,0.224875,0.117402,,41.4082,0.071895,2.19517,1.60009,0.253269,0.924,0.361,99.27,10.018,0,0,0,0.033,0.017,0,10.067,5.994,0.012,0.032,6.006,1.187,0.464,0.349,867.2050473
Red Chris,arc,55.2999,,,,0.223312,0.138214,,41.5145,0.073912,2.20167,1.61076,0.197474,0.927,0.364,99.97,10.078,0,0,0,0.032,0.02,0,10.129,5.978,0.013,0.025,5.991,1.184,0.464,0.351,867.2050473
Red Chris,arc,54.6972,,,,0.220341,0.121121,,41.5306,0.078598,2.2029,1.61616,0.205608,0.928,0.365,99.38,10.007,0,0,0,0.032,0.017,0,10.056,6.004,0.013,0.026,6.017,1.19,0.468,0.343,867.2050473
Red Chris,arc,54.9013,,,,0.248146,0.127598,,41.4285,0.055452,2.21764,1.60106,0.251554,0.934,0.361,99.54,10.038,0,0,0,0.036,0.018,0,10.092,5.985,0.009,0.032,5.995,1.197,0.463,0.34,867.2050473
Red Chris,arc,55.3742,,,,0.252704,0.141113,,41.4319,0.057281,2.31777,1.59641,0.158247,0.976,0.36,99.99,10.092,0,0,0,0.036,0.02,0,10.149,5.967,0.01,0.02,5.977,1.247,0.46,0.293,867.2050473
Red Chris,arc,55.0262,,,,0.227891,0.136879,,41.6169,0.063904,2.29026,1.58178,0.178117,0.964,0.357,99.8,10.029,0,0,0,0.033,0.019,0,10.082,5.994,0.011,0.023,6.005,1.232,0.456,0.312,867.2050473
Red Chris,arc,56.4522,,,,0.253544,0.129952,,41.8621,0.055473,2.20751,1.37526,0.140469,0.929,0.31,101.24,10.179,0,0,0,0.036,0.018,0,10.233,5.964,0.009,0.018,5.974,1.175,0.392,0.433,867.2050473
