,Unit,Type,Ti49_ppm
4826,Red Chris,arc,5.5
4827,Red Chris,arc,5.59
4828,Red Chris,arc,5.7
4829,Red Chris,arc,5.7
4830,Red Chris,arc,5.9
4831,Red Chris,arc,6.01
4832,Red Chris,arc,6.3
4833,Red Chris,arc,6.59
4834,Red Chris,arc,6.6
4835,Red Chris,arc,6.6
4836,Red Chris,arc,7.4
4837,Red Chris,arc,7.6
4838,Red Chris,arc,8
4839,Red Chris,arc,8.3
4840,Red Chris,arc,9.2
4841,Red Chris,arc,9.5
4842,Red Chris,arc,10.4
4843,Red Chris,arc,10.9
4844,Red Chris,arc,13
4845,Red Chris,arc,13.2
4846,Red Chris,arc,15.8
4847,Red Chris,arc,21.2
4848,Red Chris,arc,32
4849,Red Chris,arc,65
4850,Rio Blanco,arc,1.13328856
4851,Rio Blanco,arc,1.138547734
4852,Rio Blanco,arc,1.153406082
4853,Rio Blanco,arc,1.265352338
4854,Rio Blanco,arc,1.379219286
4855,Rio Blanco,arc,1.419748581
4856,Rio Blanco,arc,1.477469168
4857,Rio Blanco,arc,1.593742475
4858,Rio Blanco,arc,1.660822731
4859,Rio Blanco,arc,1.804979146
4860,Rio Blanco,arc,2.110971668
4861,Rio Blanco,arc,2.124028294
4862,Rio Blanco,arc,2.140590069
4863,Rio Blanco,arc,2.259266498
4864,Rio Blanco,arc,2.261670777
4865,Rio Blanco,arc,2.488684896
4866,Rio Blanco,arc,2.508426511
4867,Rio Blanco,arc,2.60622812
4868,Rio Blanco,arc,2.678561441
4869,Rio Blanco,arc,2.729281945
4870,Rio Blanco,arc,2.742109926
4871,Rio Blanco,arc,2.74731677
4872,Rio Blanco,arc,2.779282938
4873,Rio Blanco,arc,2.899048011
4874,Rio Blanco,arc,3.106444269
4875,Rio Blanco,arc,3.378657314
4876,Rio Blanco,arc,3.401241304
4877,Rio Blanco,arc,3.438864995
4878,Rio Blanco,arc,3.49223693
4879,Rio Blanco,arc,3.510967096
4880,Rio Blanco,arc,3.533932172
4881,Rio Blanco,arc,3.541015429
4882,Rio Blanco,arc,3.545350665
4883,Rio Blanco,arc,3.669234167
4884,Rio Blanco,arc,3.750732251
4885,Rio Blanco,arc,3.899967005
4886,Rio Blanco,arc,3.908912216
4887,Rio Blanco,arc,3.971115799
4888,Rio Blanco,arc,4.035100397
4889,Rio Blanco,arc,4.050536684
4890,Rio Blanco,arc,4.185028656
4891,Rio Blanco,arc,4.309665166
4892,Rio Blanco,arc,4.359058023
4893,Rio Blanco,arc,4.365945475
4894,Rio Blanco,arc,4.37240849
4895,Rio Blanco,arc,4.412587145
4896,Rio Blanco,arc,4.413128696
4897,Rio Blanco,arc,4.449470401
4898,Rio Blanco,arc,4.557963215
4899,Rio Blanco,arc,4.572375896
4900,Rio Blanco,arc,4.628997155
4901,Rio Blanco,arc,4.673864218
4902,Rio Blanco,arc,4.696387655
4903,Rio Blanco,arc,4.707728665
4904,Rio Blanco,arc,4.842852148
4905,Rio Blanco,arc,5.032962676
4906,Rio Blanco,arc,5.211038714
4907,Rio Blanco,arc,5.318884013
4908,Rio Blanco,arc,5.37471658
4909,Rio Blanco,arc,5.39871208
4910,Rio Blanco,arc,5.438771602
4911,Rio Blanco,arc,5.495013854
4912,Rio Blanco,arc,5.717382648
4913,Rio Blanco,arc,5.755283275
4914,Rio Blanco,arc,5.906374791
4915,Rio Blanco,arc,5.980977873
4916,Rio Blanco,arc,6.129846217
4917,Rio Blanco,arc,6.288765366
4918,Rio Blanco,arc,6.2965253
4919,Rio Blanco,arc,6.371260572
4920,Rio Blanco,arc,6.559554108
4921,Rio Blanco,arc,6.923797604
4922,Rio Blanco,arc,7.498954917
4923,Rio Blanco,arc,8.104004299
4924,Rio Blanco,arc,8.461079913
4925,Rio Blanco,arc,8.768951856
4926,Rio Blanco,arc,8.931955896
4927,Rio Blanco,arc,9.13347491
4928,Rio Blanco,arc,9.439056076
4929,Rio Blanco,arc,9.534753637
4930,Rio Blanco,arc,9.7230592
4931,Rio Blanco,arc,11.41263608
4932,Tampakan,arc,0.06
4933,Tampakan,arc,0.19
4934,Tampakan,arc,0.3
4935,Tampakan,arc,0.5
4936,Tampakan,arc,0.51
4937,Tampakan,arc,0.6
4938,Tampakan,arc,0.7
4939,Tampakan,arc,0.8
4940,Tampakan,arc,0.9
4941,Tampakan,arc,1
4942,Tampakan,arc,1.3
4943,Tampakan,arc,1.4
4944,Tampakan,arc,1.4
4945,Tampakan,arc,1.5
4946,Tampakan,arc,1.6
4947,Tampakan,arc,1.7
4948,Tampakan,arc,1.7
4949,Tampakan,arc,1.7
4950,Tampakan,arc,1.8
4951,Tampakan,arc,1.8
4952,Tampakan,arc,1.8
4953,Tampakan,arc,1.9
4954,Tampakan,arc,1.9
4955,Tampakan,arc,2
4956,Tampakan,arc,2
4957,Tampakan,arc,2
4958,Tampakan,arc,2.1
4959,Tampakan,arc,2.1
4960,Tampakan,arc,2.1
4961,Tampakan,arc,2.2
4962,Tampakan,arc,2.3
4963,Tampakan,arc,2.3
4964,Tampakan,arc,2.3
4965,Tampakan,arc,2.3
4966,Tampakan,arc,2.3
4967,Tampakan,arc,2.4
4968,Tampakan,arc,2.5
4969,Tampakan,arc,2.5
4970,Tampakan,arc,2.5
4971,Tampakan,arc,2.6
4972,Tampakan,arc,2.7
4973,Tampakan,arc,2.7
4974,Tampakan,arc,2.7
4975,Tampakan,arc,2.8
4976,Tampakan,arc,2.9
4977,Tampakan,arc,2.9
4978,Tampakan,arc,2.9
4979,Tampakan,arc,3
4980,Tampakan,arc,3
4981,Tampakan,arc,3.1
4982,Tampakan,arc,3.2
4983,Tampakan,arc,3.3
4984,Tampakan,arc,3.3
4985,Tampakan,arc,3.3
4986,Tampakan,arc,3.4
4987,Tampakan,arc,3.4
4988,Tampakan,arc,3.5
4989,Tampakan,arc,3.6
4990,Tampakan,arc,3.6
4991,Tampakan,arc,3.6
4992,Tampakan,arc,3.7
4993,Tampakan,arc,3.8
4994,Tampakan,arc,3.8
4995,Tampakan,arc,3.8
4996,Tampakan,arc,3.8
4997,Tampakan,arc,4
4998,Tampakan,arc,4
4999,Tampakan,arc,4
5000,Tampakan,arc,4
5001,Tampakan,arc,4.1
5002,Tampakan,arc,4.2
5003,Tampakan,arc,4.2
5004,Tampakan,arc,4.3
5005,Tampakan,arc,4.4
5006,Tampakan,arc,4.6
5007,Tampakan,arc,4.6
5008,Tampakan,arc,4.6
5009,Tampakan,arc,4.7
5010,Tampakan,arc,4.8
5011,Tampakan,arc,4.8
5012,Tampakan,arc,4.9
5013,Tampakan,arc,5
5014,Tampakan,arc,5
5015,Tampakan,arc,5
5016,Tampakan,arc,5
5017,Tampakan,arc,5
5018,Tampakan,arc,5.2
5019,Tampakan,arc,5.2
5020,Tampakan,arc,5.3
5021,Tampakan,arc,5.4
5022,Tampakan,arc,5.4
5023,Tampakan,arc,5.4
5024,Tampakan,arc,5.4
5025,Tampakan,arc,5.4
5026,Tampakan,arc,5.4
5027,Tampakan,arc,5.5
5028,Tampakan,arc,5.5
5029,Tampakan,arc,5.5
5030,Tampakan,arc,5.5
5031,Tampakan,arc,5.5
5032,Tampakan,arc,5.5
5033,Tampakan,arc,5.6
5034,Tampakan,arc,5.6
5035,Tampakan,arc,5.6
5036,Tampakan,arc,5.6
5037,Tampakan,arc,5.6
5038,Tampakan,arc,5.8
5039,Tampakan,arc,5.8
5040,Tampakan,arc,5.8
5041,Tampakan,arc,5.8
5042,Tampakan,arc,5.8
5043,Tampakan,arc,5.8
5044,Tampakan,arc,5.9
5045,Tampakan,arc,6
5046,Tampakan,arc,6
5047,Tampakan,arc,6.1
5048,Tampakan,arc,6.1
5049,Tampakan,arc,6.1
5050,Tampakan,arc,6.1
5051,Tampakan,arc,6.1
5052,Tampakan,arc,6.1
5053,Tampakan,arc,6.3
5054,Tampakan,arc,6.3
5055,Tampakan,arc,6.4
5056,Tampakan,arc,6.4
5057,Tampakan,arc,6.4
5058,Tampakan,arc,6.4
5059,Tampakan,arc,6.4
5060,Tampakan,arc,6.5
5061,Tampakan,arc,6.6
5062,Tampakan,arc,6.6
5063,Tampakan,arc,6.7
5064,Tampakan,arc,6.8
5065,Tampakan,arc,6.8
5066,Tampakan,arc,6.8
5067,Tampakan,arc,6.8
5068,Tampakan,arc,6.9
5069,Tampakan,arc,6.9
5070,Tampakan,arc,6.9
5071,Tampakan,arc,6.9
5072,Tampakan,arc,7
5073,Tampakan,arc,7
5074,Tampakan,arc,7
5075,Tampakan,arc,7
5076,Tampakan,arc,7.3
5077,Tampakan,arc,7.3
5078,Tampakan,arc,7.5
5079,Tampakan,arc,7.6
5080,Tampakan,arc,7.7
5081,Tampakan,arc,7.8
5082,Tampakan,arc,7.8
5083,Tampakan,arc,7.9
5084,Tampakan,arc,7.9
5085,Tampakan,arc,7.9
5086,Tampakan,arc,7.9
5087,Tampakan,arc,8
5088,Tampakan,arc,8
5089,Tampakan,arc,8
5090,Tampakan,arc,8
5091,Tampakan,arc,8
5092,Tampakan,arc,8.1
5093,Tampakan,arc,8.1
5094,Tampakan,arc,8.1
5095,Tampakan,arc,8.2
5096,Tampakan,arc,8.3
5097,Tampakan,arc,8.4
5098,Tampakan,arc,8.4
5099,Tampakan,arc,8.4
5100,Tampakan,arc,8.4
5101,Tampakan,arc,8.4
5102,Tampakan,arc,8.4
5103,Tampakan,arc,8.4
5104,Tampakan,arc,8.5
5105,Tampakan,arc,8.5
5106,Tampakan,arc,8.5
5107,Tampakan,arc,8.6
5108,Tampakan,arc,8.6
5109,Tampakan,arc,8.6
5110,Tampakan,arc,8.6
5111,Tampakan,arc,8.6
5112,Tampakan,arc,8.6
5113,Tampakan,arc,8.7
5114,Tampakan,arc,8.8
5115,Tampakan,arc,9
5116,Tampakan,arc,9
5117,Tampakan,arc,9
5118,Tampakan,arc,9.1
5119,Tampakan,arc,9.1
5120,Tampakan,arc,9.2
5121,Tampakan,arc,9.2
5122,Tampakan,arc,9.2
5123,Tampakan,arc,9.3
5124,Tampakan,arc,9.3
5125,Tampakan,arc,9.3
5126,Tampakan,arc,9.4
5127,Tampakan,arc,9.4
5128,Tampakan,arc,9.4
5129,Tampakan,arc,9.5
5130,Tampakan,arc,9.5
5131,Tampakan,arc,9.7
5132,Tampakan,arc,9.7
5133,Tampakan,arc,9.8
5134,Tampakan,arc,9.8
5135,Tampakan,arc,9.9
5136,Tampakan,arc,9.9
5137,Tampakan,arc,10
5138,Tampakan,arc,10
5139,Tampakan,arc,10.1
5140,Tampakan,arc,10.1
5141,Tampakan,arc,10.1
5142,Tampakan,arc,10.1
5143,Tampakan,arc,10.1
5144,Tampakan,arc,10.2
5145,Tampakan,arc,10.2
5146,Tampakan,arc,10.2
5147,Tampakan,arc,10.3
5148,Tampakan,arc,10.3
5149,Tampakan,arc,10.4
5150,Tampakan,arc,10.4
5151,Tampakan,arc,10.4
5152,Tampakan,arc,10.5
5153,Tampakan,arc,10.5
5154,Tampakan,arc,10.5
5155,Tampakan,arc,10.5
5156,Tampakan,arc,10.5
5157,Tampakan,arc,10.6
5158,Tampakan,arc,10.6
5159,Tampakan,arc,10.6
5160,Tampakan,arc,10.6
5161,Tampakan,arc,10.7
5162,Tampakan,arc,10.7
5163,Tampakan,arc,10.7
5164,Tampakan,arc,10.8
5165,Tampakan,arc,10.8
5166,Tampakan,arc,10.8
5167,Tampakan,arc,10.8
5168,Tampakan,arc,10.8
5169,Tampakan,arc,10.8
5170,Tampakan,arc,10.8
5171,Tampakan,arc,10.9
5172,Tampakan,arc,10.9
5173,Tampakan,arc,11
5174,Tampakan,arc,11
5175,Tampakan,arc,11.1
5176,Tampakan,arc,11.1
5177,Tampakan,arc,11.1
5178,Tampakan,arc,11.2
5179,Tampakan,arc,11.2
5180,Tampakan,arc,11.2
5181,Tampakan,arc,11.3
5182,Tampakan,arc,11.4
5183,Tampakan,arc,11.4
5184,Tampakan,arc,11.5
5185,Tampakan,arc,11.6
5186,Tampakan,arc,11.6
5187,Tampakan,arc,11.6
5188,Tampakan,arc,11.6
5189,Tampakan,arc,11.7
5190,Tampakan,arc,11.7
5191,Tampakan,arc,11.7
5192,Tampakan,arc,11.8
5193,Tampakan,arc,11.8
5194,Tampakan,arc,11.9
5195,Tampakan,arc,11.9
5196,Tampakan,arc,11.9
5197,Tampakan,arc,11.9
5198,Tampakan,arc,11.9
5199,Tampakan,arc,12
5200,Tampakan,arc,12
5201,Tampakan,arc,12.1
5202,Tampakan,arc,12.2
5203,Tampakan,arc,12.2
5204,Tampakan,arc,12.3
5205,Tampakan,arc,12.3
5206,Tampakan,arc,12.4
5207,Tampakan,arc,12.4
5208,Tampakan,arc,12.4
5209,Tampakan,arc,12.4
5210,Tampakan,arc,12.4
5211,Tampakan,arc,12.6
5212,Tampakan,arc,12.6
5213,Tampakan,arc,12.7
5214,Tampakan,arc,12.7
5215,Tampakan,arc,12.8
5216,Tampakan,arc,12.8
5217,Tampakan,arc,12.8
5218,Tampakan,arc,12.8
5219,Tampakan,arc,12.9
5220,Tampakan,arc,12.9
5221,Tampakan,arc,12.9
5222,Tampakan,arc,13
5223,Tampakan,arc,13
5224,Tampakan,arc,13.1
5225,Tampakan,arc,13.1
5226,Tampakan,arc,13.1
5227,Tampakan,arc,13.2
5228,Tampakan,arc,13.2
5229,Tampakan,arc,13.2
5230,Tampakan,arc,13.3
5231,Tampakan,arc,13.3
5232,Tampakan,arc,13.4
5233,Tampakan,arc,13.4
5234,Tampakan,arc,13.5
5235,Tampakan,arc,13.5
5236,Tampakan,arc,13.5
5237,Tampakan,arc,13.6
5238,Tampakan,arc,13.7
5239,Tampakan,arc,13.7
5240,Tampakan,arc,13.8
5241,Tampakan,arc,13.9
5242,Tampakan,arc,14.1
5243,Tampakan,arc,14.1
5244,Tampakan,arc,14.1
5245,Tampakan,arc,14.3
5246,Tampakan,arc,14.3
5247,Tampakan,arc,14.4
5248,Tampakan,arc,14.6
5249,Tampakan,arc,14.7
5250,Tampakan,arc,14.7
5251,Tampakan,arc,15
5252,Tampakan,arc,15.4
5253,Tampakan,arc,15.6
5254,Tampakan,arc,15.8
5255,Tampakan,arc,16
5256,Tampakan,arc,16
5257,Tampakan,arc,16.2
5258,Tampakan,arc,16.2
5259,Tampakan,arc,16.4
5260,Tampakan,arc,17
5261,Tampakan,arc,17.4
5262,Tampakan,arc,17.8
5263,Tampakan,arc,18.5
5264,Tampakan,arc,18.8
5265,Tampakan,arc,19.2
5266,Tampakan,arc,19.2
5267,Tampakan,arc,19.2
5268,Tampakan,arc,24.8
5269,Tantahuatay,arc,1.91
5270,Tantahuatay,arc,2.72
5271,Tantahuatay,arc,2.87
5272,Tantahuatay,arc,2.9
5273,Tantahuatay,arc,3.02
5274,Tantahuatay,arc,3.09
5275,Tantahuatay,arc,3.14
5276,Tantahuatay,arc,3.27
5277,Tantahuatay,arc,3.37
5278,Tantahuatay,arc,3.54
5279,Tantahuatay,arc,3.56
5280,Tantahuatay,arc,3.6
5281,Tantahuatay,arc,3.61
5282,Tantahuatay,arc,3.63
5283,Tantahuatay,arc,3.66
5284,Tantahuatay,arc,3.7
5285,Tantahuatay,arc,3.74
5286,Tantahuatay,arc,3.83
5287,Tantahuatay,arc,3.85
5288,Tantahuatay,arc,3.99
5289,Tantahuatay,arc,4.09
5290,Tantahuatay,arc,4.14
5291,Tantahuatay,arc,4.15
5292,Tantahuatay,arc,4.17
5293,Tantahuatay,arc,4.2
5294,Tantahuatay,arc,4.26
5295,Tantahuatay,arc,4.31
5296,Tantahuatay,arc,4.34
5297,Tantahuatay,arc,4.35
5298,Tantahuatay,arc,4.48
5299,Tantahuatay,arc,4.5
5300,Tantahuatay,arc,4.56
5301,Tantahuatay,arc,4.63
5302,Tantahuatay,arc,4.65
5303,Tantahuatay,arc,4.8
5304,Tantahuatay,arc,4.85
5305,Tantahuatay,arc,4.93
5306,Tantahuatay,arc,5.03
5307,Tantahuatay,arc,5.16
5308,Tantahuatay,arc,5.17
5309,Tantahuatay,arc,5.19
5310,Tantahuatay,arc,5.19
5311,Tantahuatay,arc,5.64
5312,Tantahuatay,arc,6.07
5313,Tantahuatay,arc,6.17
5314,Tantahuatay,arc,6.31
5315,Tantahuatay,arc,6.47
5316,Tantahuatay,arc,6.97
5317,Tantahuatay,arc,7.07
5318,Tantahuatay,arc,7.12
5319,Tantahuatay,arc,7.2
5320,Tantahuatay,arc,7.3
5321,Tantahuatay,arc,7.39
5322,Tantahuatay,arc,7.39
5323,Tantahuatay,arc,7.42
5324,Tantahuatay,arc,7.51
5325,Tantahuatay,arc,7.62
5326,Tantahuatay,arc,7.77
5327,Tantahuatay,arc,8.07
5328,Tantahuatay,arc,8.17
5329,Tantahuatay,arc,8.19
5330,Tantahuatay,arc,8.27
5331,Tantahuatay,arc,8.42
5332,Tantahuatay,arc,8.61
5333,Tantahuatay,arc,8.8
5334,Tantahuatay,arc,8.88
5335,Tantahuatay,arc,8.92
5336,Tantahuatay,arc,9.14
5337,Tantahuatay,arc,9.25
5338,Tantahuatay,arc,9.34
5339,Tantahuatay,arc,9.43
5340,Tantahuatay,arc,9.46
5341,Tantahuatay,arc,9.53
5342,Tantahuatay,arc,9.69
5343,Tantahuatay,arc,9.81
5344,Tantahuatay,arc,10
5345,Tantahuatay,arc,10.9
5346,Tantahuatay,arc,11.9
5347,Tantahuatay,arc,12.6
5348,Tantahuatay,arc,13.1
5349,Tantahuatay,arc,13.3
5350,Tantahuatay,arc,13.7
5351,Tantahuatay,arc,15.9
5352,Tantahuatay,arc,16.1
5353,Tantahuatay,arc,16.1
5354,Tantahuatay,arc,16.2
5355,Tantahuatay,arc,17.7
5356,Tantahuatay,arc,18.2
5357,Tantahuatay,arc,20.4
5358,Yerington,arc,1.15
5359,Yerington,arc,1.3
5360,Yerington,arc,1.33
5361,Yerington,arc,1.36
5362,Yerington,arc,1.49
5363,Yerington,arc,1.49
5364,Yerington,arc,1.52
5365,Yerington,arc,1.52
5366,Yerington,arc,1.53
5367,Yerington,arc,1.58
5368,Yerington,arc,1.58
5369,Yerington,arc,1.6
5370,Yerington,arc,1.68
5371,Yerington,arc,1.68
5372,Yerington,arc,1.7
5373,Yerington,arc,1.7
5374,Yerington,arc,1.7
5375,Yerington,arc,1.7
5376,Yerington,arc,1.7
5377,Yerington,arc,1.75
5378,Yerington,arc,1.8
5379,Yerington,arc,1.82
5380,Yerington,arc,1.86
5381,Yerington,arc,1.86
5382,Yerington,arc,1.87
5383,Yerington,arc,1.88
5384,Yerington,arc,1.89
5385,Yerington,arc,1.92
5386,Yerington,arc,1.93
5387,Yerington,arc,1.93
5388,Yerington,arc,1.95
5389,Yerington,arc,1.97
5390,Yerington,arc,1.98
5391,Yerington,arc,1.98
5392,Yerington,arc,1.99
5393,Yerington,arc,1.99
5394,Yerington,arc,2
5395,Yerington,arc,2
5396,Yerington,arc,2
5397,Yerington,arc,2
5398,Yerington,arc,2.01
5399,Yerington,arc,2.01
5400,Yerington,arc,2.01
5401,Yerington,arc,2.01
5402,Yerington,arc,2.01
5403,Yerington,arc,2.01
5404,Yerington,arc,2.02
5405,Yerington,arc,2.02
5406,Yerington,arc,2.03
5407,Yerington,arc,2.03
5408,Yerington,arc,2.04
5409,Yerington,arc,2.04
5410,Yerington,arc,2.06
5411,Yerington,arc,2.06
5412,Yerington,arc,2.06
5413,Yerington,arc,2.08
5414,Yerington,arc,2.08
5415,Yerington,arc,2.08
5416,Yerington,arc,2.09
5417,Yerington,arc,2.09
5418,Yerington,arc,2.1
5419,Yerington,arc,2.12
5420,Yerington,arc,2.14
5421,Yerington,arc,2.14
5422,Yerington,arc,2.14
5423,Yerington,arc,2.14
5424,Yerington,arc,2.15
5425,Yerington,arc,2.15
5426,Yerington,arc,2.15
5427,Yerington,arc,2.16
5428,Yerington,arc,2.17
5429,Yerington,arc,2.18
5430,Yerington,arc,2.19
5431,Yerington,arc,2.2
5432,Yerington,arc,2.2
5433,Yerington,arc,2.2
5434,Yerington,arc,2.2
5435,Yerington,arc,2.2
5436,Yerington,arc,2.21
5437,Yerington,arc,2.21
5438,Yerington,arc,2.21
5439,Yerington,arc,2.21
5440,Yerington,arc,2.23
5441,Yerington,arc,2.23
5442,Yerington,arc,2.23
5443,Yerington,arc,2.24
5444,Yerington,arc,2.24
5445,Yerington,arc,2.24
5446,Yerington,arc,2.24
5447,Yerington,arc,2.24
5448,Yerington,arc,2.24
5449,Yerington,arc,2.25
5450,Yerington,arc,2.25
5451,Yerington,arc,2.25
5452,Yerington,arc,2.25
5453,Yerington,arc,2.25
5454,Yerington,arc,2.26
5455,Yerington,arc,2.26
5456,Yerington,arc,2.27
5457,Yerington,arc,2.27
5458,Yerington,arc,2.28
5459,Yerington,arc,2.28
5460,Yerington,arc,2.28
5461,Yerington,arc,2.29
5462,Yerington,arc,2.3
5463,Yerington,arc,2.3
5464,Yerington,arc,2.3
5465,Yerington,arc,2.3
5466,Yerington,arc,2.3
5467,Yerington,arc,2.3
5468,Yerington,arc,2.31
5469,Yerington,arc,2.31
5470,Yerington,arc,2.31
5471,Yerington,arc,2.31
5472,Yerington,arc,2.31
5473,Yerington,arc,2.32
5474,Yerington,arc,2.34
5475,Yerington,arc,2.34
5476,Yerington,arc,2.34
5477,Yerington,arc,2.34
5478,Yerington,arc,2.34
5479,Yerington,arc,2.34
5480,Yerington,arc,2.35
5481,Yerington,arc,2.35
5482,Yerington,arc,2.36
5483,Yerington,arc,2.36
5484,Yerington,arc,2.37
5485,Yerington,arc,2.37
5486,Yerington,arc,2.38
5487,Yerington,arc,2.38
5488,Yerington,arc,2.4
5489,Yerington,arc,2.4
5490,Yerington,arc,2.4
5491,Yerington,arc,2.4
5492,Yerington,arc,2.4
5493,Yerington,arc,2.4
5494,Yerington,arc,2.4
5495,Yerington,arc,2.4
5496,Yerington,arc,2.4
5497,Yerington,arc,2.4
5498,Yerington,arc,2.4
5499,Yerington,arc,2.41
5500,Yerington,arc,2.41
5501,Yerington,arc,2.41
5502,Yerington,arc,2.41
5503,Yerington,arc,2.42
5504,Yerington,arc,2.42
5505,Yerington,arc,2.42
5506,Yerington,arc,2.43
5507,Yerington,arc,2.43
5508,Yerington,arc,2.43
5509,Yerington,arc,2.43
5510,Yerington,arc,2.44
5511,Yerington,arc,2.44
5512,Yerington,arc,2.44
5513,Yerington,arc,2.44
5514,Yerington,arc,2.44
5515,Yerington,arc,2.44
5516,Yerington,arc,2.45
5517,Yerington,arc,2.46
5518,Yerington,arc,2.46
5519,Yerington,arc,2.46
5520,Yerington,arc,2.46
5521,Yerington,arc,2.47
5522,Yerington,arc,2.47
5523,Yerington,arc,2.47
5524,Yerington,arc,2.47
5525,Yerington,arc,2.48
5526,Yerington,arc,2.48
5527,Yerington,arc,2.48
5528,Yerington,arc,2.48
5529,Yerington,arc,2.48
5530,Yerington,arc,2.48
5531,Yerington,arc,2.49
5532,Yerington,arc,2.49
5533,Yerington,arc,2.5
5534,Yerington,arc,2.5
5535,Yerington,arc,2.5
5536,Yerington,arc,2.5
5537,Yerington,arc,2.5
5538,Yerington,arc,2.5
5539,Yerington,arc,2.51
5540,Yerington,arc,2.51
5541,Yerington,arc,2.51
5542,Yerington,arc,2.51
5543,Yerington,arc,2.51
5544,Yerington,arc,2.52
5545,Yerington,arc,2.52
5546,Yerington,arc,2.52
5547,Yerington,arc,2.52
5548,Yerington,arc,2.52
5549,Yerington,arc,2.53
5550,Yerington,arc,2.53
5551,Yerington,arc,2.55
5552,Yerington,arc,2.55
5553,Yerington,arc,2.55
5554,Yerington,arc,2.55
5555,Yerington,arc,2.55
5556,Yerington,arc,2.56
5557,Yerington,arc,2.56
5558,Yerington,arc,2.56
5559,Yerington,arc,2.56
5560,Yerington,arc,2.56
5561,Yerington,arc,2.56
5562,Yerington,arc,2.56
5563,Yerington,arc,2.56
5564,Yerington,arc,2.57
5565,Yerington,arc,2.57
5566,Yerington,arc,2.57
5567,Yerington,arc,2.57
5568,Yerington,arc,2.57
5569,Yerington,arc,2.57
5570,Yerington,arc,2.58
5571,Yerington,arc,2.58
5572,Yerington,arc,2.58
5573,Yerington,arc,2.58
5574,Yerington,arc,2.59
5575,Yerington,arc,2.59
5576,Yerington,arc,2.59
5577,Yerington,arc,2.59
5578,Yerington,arc,2.59
5579,Yerington,arc,2.59
5580,Yerington,arc,2.59
5581,Yerington,arc,2.6
5582,Yerington,arc,2.6
5583,Yerington,arc,2.6
5584,Yerington,arc,2.6
5585,Yerington,arc,2.6
5586,Yerington,arc,2.6
5587,Yerington,arc,2.6
5588,Yerington,arc,2.6
5589,Yerington,arc,2.61
5590,Yerington,arc,2.61
5591,Yerington,arc,2.61
5592,Yerington,arc,2.62
5593,Yerington,arc,2.62
5594,Yerington,arc,2.62
5595,Yerington,arc,2.63
5596,Yerington,arc,2.63
5597,Yerington,arc,2.63
5598,Yerington,arc,2.64
5599,Yerington,arc,2.64
5600,Yerington,arc,2.64
5601,Yerington,arc,2.64
5602,Yerington,arc,2.64
5603,Yerington,arc,2.64
5604,Yerington,arc,2.65
5605,Yerington,arc,2.65
5606,Yerington,arc,2.65
5607,Yerington,arc,2.65
5608,Yerington,arc,2.65
5609,Yerington,arc,2.65
5610,Yerington,arc,2.65
5611,Yerington,arc,2.65
5612,Yerington,arc,2.65
5613,Yerington,arc,2.66
5614,Yerington,arc,2.66
5615,Yerington,arc,2.66
5616,Yerington,arc,2.66
5617,Yerington,arc,2.66
5618,Yerington,arc,2.66
5619,Yerington,arc,2.67
5620,Yerington,arc,2.67
5621,Yerington,arc,2.67
5622,Yerington,arc,2.67
5623,Yerington,arc,2.67
5624,Yerington,arc,2.68
5625,Yerington,arc,2.68
5626,Yerington,arc,2.68
5627,Yerington,arc,2.69
5628,Yerington,arc,2.69
5629,Yerington,arc,2.69
5630,Yerington,arc,2.69
5631,Yerington,arc,2.69
5632,Yerington,arc,2.7
5633,Yerington,arc,2.7
5634,Yerington,arc,2.7
5635,Yerington,arc,2.7
5636,Yerington,arc,2.7
5637,Yerington,arc,2.7
5638,Yerington,arc,2.7
5639,Yerington,arc,2.7
5640,Yerington,arc,2.7
5641,Yerington,arc,2.7
5642,Yerington,arc,2.7
5643,Yerington,arc,2.7
5644,Yerington,arc,2.7
5645,Yerington,arc,2.7
5646,Yerington,arc,2.7
5647,Yerington,arc,2.71
5648,Yerington,arc,2.71
5649,Yerington,arc,2.71
5650,Yerington,arc,2.71
5651,Yerington,arc,2.71
5652,Yerington,arc,2.71
5653,Yerington,arc,2.71
5654,Yerington,arc,2.72
5655,Yerington,arc,2.72
5656,Yerington,arc,2.72
5657,Yerington,arc,2.72
5658,Yerington,arc,2.72
5659,Yerington,arc,2.72
5660,Yerington,arc,2.73
5661,Yerington,arc,2.73
5662,Yerington,arc,2.73
5663,Yerington,arc,2.73
5664,Yerington,arc,2.73
5665,Yerington,arc,2.73
5666,Yerington,arc,2.73
5667,Yerington,arc,2.73
5668,Yerington,arc,2.74
5669,Yerington,arc,2.74
5670,Yerington,arc,2.74
5671,Yerington,arc,2.75
5672,Yerington,arc,2.75
5673,Yerington,arc,2.75
5674,Yerington,arc,2.75
5675,Yerington,arc,2.75
5676,Yerington,arc,2.75
5677,Yerington,arc,2.75
5678,Yerington,arc,2.75
5679,Yerington,arc,2.75
5680,Yerington,arc,2.77
5681,Yerington,arc,2.77
5682,Yerington,arc,2.77
5683,Yerington,arc,2.77
5684,Yerington,arc,2.77
5685,Yerington,arc,2.77
5686,Yerington,arc,2.77
5687,Yerington,arc,2.77
5688,Yerington,arc,2.77
5689,Yerington,arc,2.77
5690,Yerington,arc,2.78
5691,Yerington,arc,2.78
5692,Yerington,arc,2.78
5693,Yerington,arc,2.78
5694,Yerington,arc,2.78
