,Unit,Type,Ti49_ppm
1927,Chuquicamata,arc,9.4
1928,Chuquicamata,arc,9.6
1929,Chuquicamata,arc,10.1
1930,Chuquicamata,arc,10.9
1931,Chuquicamata,arc,10.9
1932,Chuquicamata,arc,11
1933,Chuquicamata,arc,11.6
1934,Chuquicamata,arc,16.7
1935,Corcapunta,arc,1.45
1936,Corcapunta,arc,1.49
1937,Corcapunta,arc,1.49
1938,Corcapunta,arc,1.52
1939,Corcapunta,arc,1.84
1940,Corcapunta,arc,1.87
1941,Corcapunta,arc,1.94
1942,Corcapunta,arc,2.04
1943,Corcapunta,arc,2.04
1944,Corcapunta,arc,2.12
1945,Corcapunta,arc,2.14
1946,Corcapunta,arc,2.17
1947,Corcapunta,arc,2.34
1948,Corcapunta,arc,2.35
1949,Corcapunta,arc,2.36
1950,Corcapunta,arc,2.4
1951,Corcapunta,arc,2.42
1952,Corcapunta,arc,2.59
1953,Corcapunta,arc,2.59
1954,Corcapunta,arc,2.59
1955,Corcapunta,arc,2.6
1956,Corcapunta,arc,2.73
1957,Corcapunta,arc,2.74
1958,Corcapunta,arc,2.79
1959,Corcapunta,arc,2.9
1960,Corcapunta,arc,2.95
1961,Corcapunta,arc,2.95
1962,Corcapunta,arc,2.96
1963,Corcapunta,arc,3.02
1964,Corcapunta,arc,3.12
1965,Corcapunta,arc,3.13
1966,Corcapunta,arc,3.13
1967,Corcapunta,arc,3.17
1968,Corcapunta,arc,3.21
1969,Corcapunta,arc,3.3
1970,Corcapunta,arc,3.33
1971,Corcapunta,arc,3.41
1972,Corcapunta,arc,3.44
1973,Corcapunta,arc,3.44
1974,Corcapunta,arc,3.44
1975,Corcapunta,arc,3.46
1976,Corcapunta,arc,3.5
1977,Corcapunta,arc,3.62
1978,Corcapunta,arc,3.65
1979,Corcapunta,arc,3.66
1980,Corcapunta,arc,3.67
1981,Corcapunta,arc,3.67
1982,Corcapunta,arc,3.72
1983,Corcapunta,arc,3.75
1984,Corcapunta,arc,3.84
1985,Corcapunta,arc,3.91
1986,Corcapunta,arc,3.94
1987,Corcapunta,arc,3.99
1988,Corcapunta,arc,3.99
1989,Corcapunta,arc,4.01
1990,Corcapunta,arc,4.03
1991,Corcapunta,arc,4.19
1992,Corcapunta,arc,4.2
1993,Corcapunta,arc,4.26
1994,Corcapunta,arc,4.28
1995,Corcapunta,arc,4.38
1996,Corcapunta,arc,4.44
1997,Corcapunta,arc,4.57
1998,Corcapunta,arc,4.7
1999,Corcapunta,arc,4.81
2000,Corcapunta,arc,4.88
2001,Corcapunta,arc,5.27
2002,Corcapunta,arc,5.47
2003,Corcapunta,arc,5.55
2004,Corcapunta,arc,5.73
2005,Corcapunta,arc,5.8
2006,Corcapunta,arc,6.2
2007,Corcapunta,arc,6.4
2008,Corcapunta,arc,6.84
2009,Corcapunta,arc,7.2
2010,Corcapunta,arc,8.2
2011,Corcapunta,arc,9.4
2012,Corcapunta,arc,10.5
2013,Corcapunta,arc,12.2
2014,Corcapunta,arc,12.7
2015,Corcapunta,arc,12.8
2016,Corcapunta,arc,13.6
2017,Corcapunta,arc,13.8
2018,Corcapunta,arc,14
2019,Corcapunta,arc,14.2
2020,Corcapunta,arc,14.4
2021,Corcapunta,arc,14.6
2022,Corcapunta,arc,15.3
2023,Corcapunta,arc,15.3
2024,Corcapunta,arc,15.4
2025,Corcapunta,arc,15.5
2026,Corcapunta,arc,15.5
2027,Corcapunta,arc,15.5
2028,Corcapunta,arc,15.6
2029,Corcapunta,arc,15.7
2030,Corcapunta,arc,15.8
2031,Corcapunta,arc,15.8
2032,Corcapunta,arc,16.4
2033,Corcapunta,arc,16.5
2034,Corcapunta,arc,16.6
2035,Corcapunta,arc,16.7
2036,Corcapunta,arc,16.8
2037,Corcapunta,arc,16.9
2038,Corcapunta,arc,17.2
2039,Corcapunta,arc,17.3
2040,Corcapunta,arc,17.4
2041,Corcapunta,arc,17.5
2042,Corcapunta,arc,17.8
2043,Corcapunta,arc,17.8
2044,Corcapunta,arc,17.9
2045,Corcapunta,arc,18.1
2046,Corcapunta,arc,18.5
2047,Corcapunta,arc,18.7
2048,Corcapunta,arc,18.7
2049,Corcapunta,arc,18.8
2050,Corcapunta,arc,18.9
2051,Corcapunta,arc,19.1
2052,Corcapunta,arc,19.2
2053,Corcapunta,arc,19.3
2054,Corcapunta,arc,19.4
2055,Corcapunta,arc,19.5
2056,Corcapunta,arc,19.6
2057,Corcapunta,arc,19.8
2058,Corcapunta,arc,20.1
2059,Corcapunta,arc,20.1
2060,Corcapunta,arc,20.5
2061,Corcapunta,arc,21.1
2062,Corcapunta,arc,21.3
2063,Corcapunta,arc,21.7
2064,Corcapunta,arc,21.7
2065,Corcapunta,arc,22
2066,Corcapunta,arc,22.3
2067,Corcapunta,arc,22.5
2068,Corcapunta,arc,22.7
2069,Corcapunta,arc,22.9
2070,Corcapunta,arc,23
2071,Corcapunta,arc,23.1
2072,Corcapunta,arc,23.2
2073,Corcapunta,arc,24.4
2074,Corcapunta,arc,24.4
2075,Corcapunta,arc,26.3
2076,Coroccohuayco,arc,1.56
2077,Coroccohuayco,arc,1.95
2078,Coroccohuayco,arc,2.4
2079,Coroccohuayco,arc,2.74
2080,Coroccohuayco,arc,2.81
2081,Coroccohuayco,arc,2.85
2082,Coroccohuayco,arc,2.95
2083,Coroccohuayco,arc,3.11
2084,Coroccohuayco,arc,3.11
2085,Coroccohuayco,arc,3.3
2086,Coroccohuayco,arc,3.55
2087,Coroccohuayco,arc,3.8
2088,Coroccohuayco,arc,3.82
2089,Coroccohuayco,arc,3.84
2090,Coroccohuayco,arc,4.03
2091,Coroccohuayco,arc,4.09
2092,Coroccohuayco,arc,4.09
2093,Coroccohuayco,arc,4.22
2094,Coroccohuayco,arc,4.34
2095,Coroccohuayco,arc,4.84
2096,Coroccohuayco,arc,4.87
2097,Coroccohuayco,arc,5.05
2098,Coroccohuayco,arc,5.13
2099,Coroccohuayco,arc,5.82
2100,Coroccohuayco,arc,6.79
2101,Coroccohuayco,arc,7.16
2102,Coroccohuayco,arc,8.24
2103,Coroccohuayco,arc,8.5
2104,Coroccohuayco,arc,9.39
2105,Coroccohuayco,arc,10.67
2106,Coroccohuayco,arc,10.77
2107,Coroccohuayco,arc,11.23
2108,Coroccohuayco,arc,11.41
2109,Dexing,arc,0.4
2110,Dexing,arc,0.7
2111,Dexing,arc,0.7
2112,Dexing,arc,0.7
2113,Dexing,arc,0.8
2114,Dexing,arc,1
2115,Dexing,arc,1
2116,Dexing,arc,1.1
2117,Dexing,arc,1.1
2118,Dexing,arc,1.3
2119,Dexing,arc,1.3
2120,Dexing,arc,1.3
2121,Dexing,arc,1.4
2122,Dexing,arc,1.4
2123,Dexing,arc,1.4
2124,Dexing,arc,1.5
2125,Dexing,arc,1.5
2126,Dexing,arc,1.5
2127,Dexing,arc,1.6
2128,Dexing,arc,1.8
2129,Dexing,arc,1.8
2130,Dexing,arc,1.9
2131,Dexing,arc,2
2132,Dexing,arc,2.2
2133,Dexing,arc,2.2
2134,Dexing,arc,2.2
2135,Dexing,arc,2.3
2136,Dexing,arc,2.3
2137,Dexing,arc,2.4
2138,Dexing,arc,2.5
2139,Dexing,arc,2.8
2140,Dexing,arc,2.8
2141,Dexing,arc,3
2142,Dexing,arc,3
2143,Dexing,arc,3
2144,Dexing,arc,3.1
2145,Dexing,arc,3.2
2146,Dexing,arc,3.2
2147,Dexing,arc,3.5
2148,Dexing,arc,3.5
2149,Dexing,arc,4.1
2150,Dexing,arc,4.4
2151,Dexing,arc,4.8
2152,Dexing,arc,5.2
2153,Dexing,arc,5.4
2154,Dexing,arc,7.1
2155,Dexing,arc,14.6
2156,Dexing,arc,16.4
2157,Don Javie,arc,0.506829714
2158,Don Javie,arc,0.531179373
2159,Don Javie,arc,1.078929072
2160,Don Javie,arc,1.775555009
2161,Don Javie,arc,1.812139702
2162,Don Javie,arc,2.603411047
2163,Don Javie,arc,2.72890656
2164,Don Javie,arc,2.830597866
2165,Don Javie,arc,2.859387336
2166,Don Javie,arc,2.933295655
2167,Don Javie,arc,2.972663914
2168,Don Javie,arc,3.09151955
2169,Don Javie,arc,3.337728887
2170,Don Javie,arc,3.358451659
2171,Don Javie,arc,3.430473013
2172,Don Javie,arc,3.519816895
2173,Don Javie,arc,3.6156402
2174,Don Javie,arc,3.652020661
2175,Don Javie,arc,3.697867341
2176,Don Javie,arc,3.822961949
2177,Don Javie,arc,3.904530414
2178,Don Javie,arc,3.920681198
2179,Don Javie,arc,3.929089558
2180,Don Javie,arc,4.003670818
2181,Don Javie,arc,4.029679731
2182,Don Javie,arc,4.044533608
2183,Don Javie,arc,4.087329953
2184,Don Javie,arc,4.102865903
2185,Don Javie,arc,4.314430213
2186,Don Javie,arc,4.318024829
2187,Don Javie,arc,4.39491167
2188,Don Javie,arc,4.56991093
2189,Don Javie,arc,4.570687482
2190,Don Javie,arc,4.873059167
2191,Don Javie,arc,4.88436373
2192,Don Javie,arc,4.900689814
2193,Don Javie,arc,4.969748237
2194,Don Javie,arc,5.017903623
2195,Don Javie,arc,5.073128264
2196,Don Javie,arc,5.074339747
2197,Don Javie,arc,5.239000696
2198,Don Javie,arc,5.288181725
2199,Don Javie,arc,5.343768755
2200,Don Javie,arc,5.365476266
2201,Don Javie,arc,5.407592488
2202,Don Javie,arc,5.416979492
2203,Don Javie,arc,5.989414365
2204,Don Javie,arc,5.993926041
2205,Don Javie,arc,6.2652717
2206,Don Javie,arc,6.350451639
2207,Don Javie,arc,6.392041876
2208,Don Javie,arc,6.686605186
2209,Don Javie,arc,6.712570993
2210,Don Javie,arc,6.787595488
2211,Don Javie,arc,7.026882497
2212,Don Javie,arc,7.053677023
2213,Don Javie,arc,7.148392589
2214,Don Javie,arc,7.395170153
2215,Don Javie,arc,7.521104372
2216,Don Javie,arc,7.820017558
2217,Don Javie,arc,8.037230005
2218,Don Javie,arc,8.046025998
2219,Don Javie,arc,8.129611957
2220,Don Javie,arc,8.178430794
2221,Don Javie,arc,8.208299818
2222,Don Javie,arc,8.443898956
2223,Don Javie,arc,8.499557281
2224,Don Javie,arc,8.692250479
2225,Don Javie,arc,8.876791172
2226,Don Javie,arc,8.953893695
2227,Don Javie,arc,9.042178307
2228,Don Javie,arc,9.098882257
2229,Don Javie,arc,9.360618132
2230,Don Javie,arc,9.433543184
2231,Don Javie,arc,9.503519922
2232,Don Javie,arc,9.521981533
2233,Don Javie,arc,9.706670149
2234,Don Javie,arc,9.771627139
2235,Don Javie,arc,9.795838326
2236,Don Javie,arc,9.855282773
2237,Don Javie,arc,9.912302838
2238,Don Javie,arc,9.935470286
2239,Don Javie,arc,10.03071313
2240,Don Javie,arc,10.08856242
2241,Don Javie,arc,10.2154945
2242,Don Javie,arc,10.2537156
2243,Don Javie,arc,10.26116404
2244,Don Javie,arc,10.30301213
2245,Don Javie,arc,10.49803544
2246,Don Javie,arc,10.51175588
2247,Don Javie,arc,10.53629814
2248,Don Javie,arc,10.60032865
2249,Don Javie,arc,10.60890472
2250,Don Javie,arc,10.74826125
2251,Don Javie,arc,10.86896003
2252,Don Javie,arc,11.0271925
2253,Don Javie,arc,11.08482137
2254,Don Javie,arc,11.14853911
2255,Don Javie,arc,11.19651069
2256,Don Javie,arc,11.6704749
2257,Don Javie,arc,12.16738393
2258,Don Javie,arc,12.28455429
2259,Don Javie,arc,12.9052576
2260,Don Javie,arc,12.94934474
2261,Don Javie,arc,13.11774501
2262,Don Javie,arc,13.32213508
2263,Don Javie,arc,13.80492873
2264,Don Javie,arc,14.22084219
2265,Don Javie,arc,14.30628271
2266,Don Javie,arc,14.3332673
2267,Don Javie,arc,14.3605757
2268,Don Javie,arc,14.47713699
2269,Don Javie,arc,14.74151732
2270,Don Javie,arc,14.78282637
2271,Don Javie,arc,14.82476816
2272,Don Javie,arc,15.00099832
2273,Don Javie,arc,15.12839459
2274,Don Javie,arc,15.47415438
2275,Don Javie,arc,15.73623303
2276,Don Javie,arc,16.00482032
2277,Don Javie,arc,16.50809442
2278,Don Javie,arc,16.64019991
2279,Don Javie,arc,17.13109381
2280,Don Javie,arc,17.27529499
2281,Don Javie,arc,17.4708358
2282,Don Javie,arc,17.55707218
2283,Don Javie,arc,17.5619985
2284,Don Javie,arc,17.65071416
2285,Don Javie,arc,17.72704529
2286,Don Javie,arc,18.09437573
2287,Don Javie,arc,18.17654384
2288,Don Javie,arc,18.33497026
2289,Don Javie,arc,18.37295345
2290,Don Javie,arc,18.42082374
2291,Don Javie,arc,18.46557653
2292,Don Javie,arc,19.53898761
2293,Don Javie,arc,19.67603961
2294,Don Javie,arc,20.39973989
2295,Don Javie,arc,20.75323733
2296,Don Javie,arc,21.27581432
2297,Don Javie,arc,21.33825792
2298,Don Javie,arc,23.97393191
2299,Don Javie,arc,25.21886653
2300,El Teniente,arc,1.2
2301,El Teniente,arc,1.3
2302,El Teniente,arc,1.7
2303,El Teniente,arc,1.8
2304,El Teniente,arc,2.1
2305,El Teniente,arc,2.4
2306,El Teniente,arc,2.5
2307,El Teniente,arc,2.7
2308,El Teniente,arc,3
2309,El Teniente,arc,3.1
2310,El Teniente,arc,3.2
2311,El Teniente,arc,3.2
2312,El Teniente,arc,3.4
2313,El Teniente,arc,3.5
2314,El Teniente,arc,3.9
2315,El Teniente,arc,4.7
2316,El Teniente,arc,4.9
2317,El Teniente,arc,5
2318,El Teniente,arc,5.6
2319,El Teniente,arc,6
2320,El Teniente,arc,6
2321,El Teniente,arc,6.3
2322,El Teniente,arc,6.3
2323,El Teniente,arc,7.1
2324,El Teniente,arc,7.2
2325,El Teniente,arc,7.2
2326,El Teniente,arc,7.3
2327,El Teniente,arc,7.4
2328,El Teniente,arc,7.8
2329,El Teniente,arc,8.1
2330,El Teniente,arc,8.2
2331,El Teniente,arc,8.4
2332,El Teniente,arc,8.6
2333,El Teniente,arc,8.9
2334,El Teniente,arc,9.3
2335,El Teniente,arc,9.4
2336,El Teniente,arc,11.8
2337,Erdenet,arc,7.66
2338,Erdenet,arc,9.9
2339,Erdenet,arc,10.3
2340,Erdenet,arc,11.2
2341,Erdenet,arc,11.3
2342,Erdenet,arc,12.4
2343,Erdenet,arc,14.3
2344,Erdenet,arc,14.6
2345,Escondida,arc,3.8
2346,Escondida,arc,4.7
2347,Escondida,arc,4.9
2348,Escondida,arc,5
2349,Escondida,arc,5.4
2350,Escondida,arc,6.2
2351,Escondida,arc,6.3
2352,Escondida,arc,6.4
2353,Escondida,arc,6.4
2354,Escondida,arc,6.5
2355,Escondida,arc,6.7
2356,Escondida,arc,6.8
2357,Escondida,arc,7
2358,Escondida,arc,7
2359,Escondida,arc,7.4
2360,Escondida,arc,7.6
2361,Escondida,arc,7.7
2362,Escondida,arc,8
2363,Escondida,arc,8.1
2364,Escondida,arc,8.1
2365,Escondida,arc,8.3
2366,Escondida,arc,8.4
2367,Escondida,arc,8.5
2368,Escondida,arc,8.6
2369,Escondida,arc,8.9
2370,Escondida,arc,9.2
2371,Escondida,arc,9.3
2372,Escondida,arc,9.4
2373,Escondida,arc,9.9
2374,Escondida,arc,10.5
2375,Escondida,arc,11
2376,Escondida,arc,11.4
2377,Escondida,arc,11.9
2378,Escondida,arc,12.1
2379,Escondida,arc,12.4
2380,Escondida,arc,13.2
2381,Escondida,arc,13.8
2382,Escondida,arc,14.6
2383,Escondida,arc,15.2
2384,Escondida,arc,23
2385,Escondida,arc,23.3
2386,Esperanza,arc,2.5
2387,Esperanza,arc,2.7
2388,Esperanza,arc,4.5
2389,Esperanza,arc,4.5
2390,Esperanza,arc,4.7
2391,Esperanza,arc,4.8
2392,Esperanza,arc,4.8
2393,Esperanza,arc,5.3
2394,Esperanza,arc,5.4
2395,Esperanza,arc,5.4
2396,Esperanza,arc,5.6
2397,Esperanza,arc,5.6
2398,Esperanza,arc,5.8
2399,Esperanza,arc,6.2
2400,Esperanza,arc,6.3
2401,Esperanza,arc,6.3
2402,Esperanza,arc,6.3
2403,Esperanza,arc,6.4
2404,Esperanza,arc,6.7
2405,Esperanza,arc,6.8
2406,Esperanza,arc,6.9
2407,Esperanza,arc,7.2
2408,Esperanza,arc,7.5
2409,Esperanza,arc,7.6
2410,Esperanza,arc,8.2
2411,Esperanza,arc,8.6
2412,Esperanza,arc,8.6
2413,Esperanza,arc,8.7
2414,Esperanza,arc,8.9
2415,Esperanza,arc,9.1
2416,Esperanza,arc,9.2
2417,Esperanza,arc,10.3
2418,Esperanza,arc,10.6
2419,Esperanza,arc,10.7
2420,Esperanza,arc,11.6
2421,Esperanza,arc,12.1
2422,Gibraltar,arc,2.8
2423,Gibraltar,arc,5.72
2424,Gibraltar,arc,6.29
2425,Gibraltar,arc,7.46
2426,Gibraltar,arc,7.71
2427,Gibraltar,arc,8.55
2428,Gibraltar,arc,8.61
2429,Gibraltar,arc,8.77
2430,Gibraltar,arc,8.8
2431,Gibraltar,arc,8.85
2432,Gibraltar,arc,8.92
2433,Gibraltar,arc,9.02
2434,Gibraltar,arc,9.03
2435,Gibraltar,arc,9.22
2436,Gibraltar,arc,9.3
2437,Gibraltar,arc,9.78
2438,Gibraltar,arc,9.83
2439,Gibraltar,arc,10.01
2440,Gibraltar,arc,10.09833333
2441,Gibraltar,arc,10.31
2442,Gibraltar,arc,10.44
2443,Gibraltar,arc,10.64
2444,Gibraltar,arc,10.82
2445,Gibraltar,arc,10.89
2446,Gibraltar,arc,11.07
2447,Gibraltar,arc,11.39
2448,Gibraltar,arc,11.56
2449,Gibraltar,arc,11.58
2450,Gibraltar,arc,11.64
2451,Gibraltar,arc,11.89
2452,Gibraltar,arc,11.99
2453,Gibraltar,arc,12.15
2454,Gibraltar,arc,12.16
2455,Gibraltar,arc,12.51
2456,Gibraltar,arc,12.71
2457,Gibraltar,arc,12.72
2458,Gibraltar,arc,12.74
2459,Gibraltar,arc,12.75
2460,Gibraltar,arc,12.86
2461,Gibraltar,arc,12.9
2462,Gibraltar,arc,12.92
2463,Gibraltar,arc,13
2464,Gibraltar,arc,13.15
2465,Gibraltar,arc,13.32
2466,Gibraltar,arc,13.36
2467,Gibraltar,arc,13.37
2468,Gibraltar,arc,13.38
2469,Gibraltar,arc,13.63
2470,Gibraltar,arc,13.7
2471,Gibraltar,arc,14.05
2472,Gibraltar,arc,14.16
2473,Gibraltar,arc,14.21
2474,Gibraltar,arc,14.23
2475,Gibraltar,arc,14.42
2476,Gibraltar,arc,14.48
2477,Gibraltar,arc,14.5
2478,Gibraltar,arc,14.85
2479,Gibraltar,arc,15.02
2480,Gibraltar,arc,15.14
2481,Gibraltar,arc,15.52
2482,Gibraltar,arc,15.78
2483,Gibraltar,arc,15.85
2484,Gibraltar,arc,16.2
2485,Gibraltar,arc,17.63
2486,Gibraltar,arc,19.33
2487,Heruga,arc,2.156751871
2488,Heruga,arc,2.171382427
2489,Heruga,arc,2.28459239
2490,Heruga,arc,2.322892189
2491,Heruga,arc,2.41119647
2492,Heruga,arc,2.485283852
2493,Heruga,arc,2.624941587
2494,Heruga,arc,2.790316343
2495,Heruga,arc,2.810124159
2496,Heruga,arc,3.316035032
2497,Heruga,arc,3.437314034
2498,Heruga,arc,3.441337347
2499,Heruga,arc,3.482191801
2500,Heruga,arc,3.520941496
2501,Heruga,arc,3.655252457
2502,Heruga,arc,3.672643661
2503,Heruga,arc,3.683832645
2504,Heruga,arc,3.701040983
2505,Heruga,arc,3.763867378
2506,Heruga,arc,3.789381981
2507,Heruga,arc,3.825576782
2508,Heruga,arc,3.86751771
2509,Heruga,arc,3.886030912
2510,Heruga,arc,3.962450743
2511,Heruga,arc,4.103287697
2512,Heruga,arc,4.203048706
2513,Heruga,arc,4.211472988
2514,Heruga,arc,4.315186501
2515,Heruga,arc,4.362631321
2516,Heruga,arc,4.367567062
2517,Heruga,arc,4.428112984
2518,Heruga,arc,4.462384224
2519,Heruga,arc,4.492053986
2520,Heruga,arc,4.502144814
2521,Heruga,arc,4.508509636
2522,Heruga,arc,4.610355377
2523,Heruga,arc,4.629816532
2524,Heruga,arc,4.676961899
2525,Heruga,arc,4.694805145
2526,Heruga,arc,4.709370613
2527,Heruga,arc,4.905603409
2528,Heruga,arc,4.921468735
2529,Heruga,arc,4.933441639
2530,Heruga,arc,4.964357376
2531,Heruga,arc,4.973077774
2532,Heruga,arc,4.984177113
2533,Heruga,arc,4.984651566
2534,Heruga,arc,5.050519466
2535,Heruga,arc,5.093827248
2536,Heruga,arc,5.111140728
2537,Heruga,arc,5.17812252
2538,Heruga,arc,5.221701145
2539,Heruga,arc,5.26842165
2540,Heruga,arc,5.293316841
2541,Heruga,arc,5.322899818
2542,Heruga,arc,5.367138386
2543,Heruga,arc,5.401570797
2544,Heruga,arc,5.413032532
2545,Heruga,arc,5.419511318
2546,Heruga,arc,5.475739479
2547,Heruga,arc,5.477659225
2548,Heruga,arc,5.504648685
2549,Heruga,arc,5.508801937
2550,Heruga,arc,5.561151028
2551,Heruga,arc,5.615716934
2552,Heruga,arc,5.641994476
2553,Heruga,arc,5.703502178
2554,Heruga,arc,5.744318485
2555,Heruga,arc,5.793967724
2556,Heruga,arc,5.964330673
2557,Heruga,arc,5.966541767
2558,Heruga,arc,6.026167393
2559,Heruga,arc,6.051331997
2560,Heruga,arc,6.153426647
2561,Heruga,arc,6.188622952
2562,Heruga,arc,6.220524311
2563,Heruga,arc,6.310601711
2564,Heruga,arc,6.313176155
2565,Heruga,arc,6.383823872
2566,Heruga,arc,6.453131676
2567,Heruga,arc,6.564535141
2568,Heruga,arc,6.614041328
2569,Heruga,arc,6.653490543
2570,Heruga,arc,6.660051823
2571,Heruga,arc,6.804115772
2572,Heruga,arc,6.81197834
2573,Heruga,arc,6.895215511
2574,Heruga,arc,6.93832016
2575,Heruga,arc,7.203793526
2576,Heruga,arc,7.339693546
2577,Heruga,arc,7.344716549
2578,Heruga,arc,7.37967968
2579,Heruga,arc,7.424602509
2580,Heruga,arc,7.472961426
2581,Heruga,arc,7.506700516
2582,Heruga,arc,7.614097595
2583,Heruga,arc,7.627398014
2584,Heruga,arc,7.668885231
2585,Heruga,arc,7.70208931
2586,Heruga,arc,7.817713737
2587,Heruga,arc,7.876093388
2588,Heruga,arc,7.888078213
2589,Heruga,arc,7.948853493
2590,Heruga,arc,7.96526289
2591,Heruga,arc,7.967704773
2592,Heruga,arc,8.008030891
2593,Heruga,arc,8.024311066
2594,Heruga,arc,8.30659008
2595,Heruga,arc,8.412506104
2596,Heruga,arc,8.662453651
2597,Heruga,arc,8.732439995
2598,Heruga,arc,8.799818993
2599,Heruga,arc,8.871848106
2600,Heruga,arc,8.914402962
2601,Heruga,arc,8.925204277
2602,Heruga,arc,8.965388298
2603,Heruga,arc,9.289916039
2604,Heruga,arc,9.338274956
2605,Heruga,arc,9.385082245
2606,Heruga,arc,9.40510273
2607,Heruga,arc,9.497852325
2608,Heruga,arc,9.537519455
2609,Heruga,arc,9.594626427
2610,Heruga,arc,9.658039093
2611,Heruga,arc,9.898828506
2612,Heruga,arc,9.968947411
2613,Heruga,arc,10.00625896
2614,Heruga,arc,10.09321976
2615,Heruga,arc,10.09456348
2616,Heruga,arc,10.10449314
2617,Heruga,arc,10.10501194
2618,Heruga,arc,10.10768604
2619,Heruga,arc,10.17112637
2620,Heruga,arc,10.23372555
2621,Heruga,arc,10.29843903
2622,Heruga,arc,10.43734932
2623,Heruga,arc,10.45453262
2624,Heruga,arc,10.56473923
2625,Heruga,arc,10.59431267
2626,Heruga,arc,10.60874367
2627,Heruga,arc,10.63635826
2628,Heruga,arc,10.87217903
2629,Heruga,arc,10.97389793
2630,Heruga,arc,11.19184971
2631,Heruga,arc,11.43107128
2632,Heruga,arc,11.43964767
2633,Heruga,arc,11.52229404
2634,Heruga,arc,11.59245396
2635,Heruga,arc,11.65223503
2636,Heruga,arc,11.7616787
2637,Heruga,arc,11.83259487
2638,Heruga,arc,11.87949181
2639,Heruga,arc,12.11058044
2640,Heruga,arc,12.16278839
2641,Heruga,arc,12.45538807
2642,Heruga,arc,12.56676579
2643,Heruga,arc,12.61674976
2644,Heruga,arc,12.64664555
2645,Heruga,arc,12.75187874
2646,Heruga,arc,12.91535282
2647,Heruga,arc,13.02120686
2648,Heruga,arc,13.27018738
2649,Heruga,arc,13.27502918
2650,Heruga,arc,13.4942894
2651,Heruga,arc,13.51569748
2652,Heruga,arc,13.67234421
2653,Heruga,arc,14.05981159
2654,Heruga,arc,14.3739748
2655,Heruga,arc,14.49806499
2656,Heruga,arc,14.55533123
2657,Heruga,arc,14.73988056
2658,Heruga,arc,14.96052647
2659,Heruga,arc,15.26459599
2660,Heruga,arc,15.34695721
2661,Heruga,arc,15.36554718
2662,Heruga,arc,15.56984138
2663,Heruga,arc,15.71058559
2664,Heruga,arc,15.8193903
2665,Heruga,arc,15.93816948
2666,Highland Valley,arc,1.09
2667,Highland Valley,arc,1.23
2668,Highland Valley,arc,1.3
2669,Highland Valley,arc,1.31
2670,Highland Valley,arc,1.31
2671,Highland Valley,arc,1.4
2672,Highland Valley,arc,1.58
2673,Highland Valley,arc,1.6
2674,Highland Valley,arc,1.6
2675,Highland Valley,arc,1.7
2676,Highland Valley,arc,1.73
2677,Highland Valley,arc,1.9
2678,Highland Valley,arc,1.98
2679,Highland Valley,arc,2
2680,Highland Valley,arc,2
2681,Highland Valley,arc,2
2682,Highland Valley,arc,2
2683,Highland Valley,arc,2
2684,Highland Valley,arc,2.1
2685,Highland Valley,arc,2.1
2686,Highland Valley,arc,2.16
2687,Highland Valley,arc,2.19
2688,Highland Valley,arc,2.2
2689,Highland Valley,arc,2.2
2690,Highland Valley,arc,2.3
2691,Highland Valley,arc,2.3
2692,Highland Valley,arc,2.4
2693,Highland Valley,arc,2.5
2694,Highland Valley,arc,2.5
2695,Highland Valley,arc,2.5
2696,Highland Valley,arc,2.59
2697,Highland Valley,arc,2.6
2698,Highland Valley,arc,2.6
2699,Highland Valley,arc,2.7
2700,Highland Valley,arc,2.7
2701,Highland Valley,arc,2.7
2702,Highland Valley,arc,2.7
2703,Highland Valley,arc,2.7
2704,Highland Valley,arc,2.72
2705,Highland Valley,arc,2.74
2706,Highland Valley,arc,2.8
2707,Highland Valley,arc,2.8
2708,Highland Valley,arc,2.8
2709,Highland Valley,arc,2.8
2710,Highland Valley,arc,2.9
2711,Highland Valley,arc,2.9
2712,Highland Valley,arc,2.9
2713,Highland Valley,arc,2.9
2714,Highland Valley,arc,2.9
2715,Highland Valley,arc,2.9
2716,Highland Valley,arc,2.9
2717,Highland Valley,arc,2.9
2718,Highland Valley,arc,2.9
2719,Highland Valley,arc,2.9
2720,Highland Valley,arc,2.9
2721,Highland Valley,arc,2.9
2722,Highland Valley,arc,2.9
2723,Highland Valley,arc,3
2724,Highland Valley,arc,3
2725,Highland Valley,arc,3
2726,Highland Valley,arc,3
2727,Highland Valley,arc,3
2728,Highland Valley,arc,3
2729,Highland Valley,arc,3
2730,Highland Valley,arc,3.1
2731,Highland Valley,arc,3.1
2732,Highland Valley,arc,3.12
2733,Highland Valley,arc,3.2
2734,Highland Valley,arc,3.2
2735,Highland Valley,arc,3.2
2736,Highland Valley,arc,3.2
2737,Highland Valley,arc,3.2
2738,Highland Valley,arc,3.2
2739,Highland Valley,arc,3.2
2740,Highland Valley,arc,3.2
2741,Highland Valley,arc,3.25
2742,Highland Valley,arc,3.3
2743,Highland Valley,arc,3.3
2744,Highland Valley,arc,3.3
2745,Highland Valley,arc,3.3
2746,Highland Valley,arc,3.3
2747,Highland Valley,arc,3.3
2748,Highland Valley,arc,3.3
2749,Highland Valley,arc,3.3
2750,Highland Valley,arc,3.38
2751,Highland Valley,arc,3.4
2752,Highland Valley,arc,3.4
2753,Highland Valley,arc,3.4
2754,Highland Valley,arc,3.4
